ФИО автора,название,год издания,количество страниц
Бунин Иван Алексеевич,Тёмные аллеи,1842,282
Чехов Антон Павлович,Отцы и дети,1519,389
Некрасов Виктор Платонович,Морфий,1863,542
Гоголь Николай Васильевич,Медный всадник,1620,182
Чехов Антон Павлович,Мертвые души,1680,1467
Достоевский Фёдор Михайлович,Собачье сердце,1457,1577
Чехов Антон Павлович,Отцы и дети,1841,930
Толстой Лев Николаевич,В окопах Сталинграда,1936,57
Некрасов Виктор Платонович,Аэлита,1121,819
Бунин Иван Алексеевич,Записки охотника,1704,595
Достоевский Фёдор Михайлович,Война и мир,1258,294
Некрасов Виктор Платонович,Мастер и Маргарита,1531,1118
Достоевский Фёдор Михайлович,Детство,1668,18
Некрасов Николай Алексеевич,Идиот,2011,633
Достоевский Фёдор Михайлович,Ревизор,1405,573
Чехов Антон Павлович,Ионыч,1649,68
Толстой Лев Николаевич,Хамелеон,2007,1152
Гоголь Николай Васильевич,Дама с собачкой,1479,248
Толстой Лев Николаевич,Собачье сердце,1474,1081
Гоголь Николай Васильевич,Крестьянские дети,1204,812
Чехов Антон Павлович,Ася,1624,174
Тургенев Иван Сергеевич,Лёгкое дыхание,1853,92
Тургенев Иван Сергеевич,Шинель,1890,622
Шолохов Михаил Александрович,Записки охотника,1298,54
Толстой Лев Николаевич,Война и мир,1592,998
Бунин Иван Алексеевич,Первая любовь,1604,268
Толстой Лев Николаевич,Братья Карамазовы,1715,247
Чехов Антон Павлович,Аэлита,1424,1791
Толстой Алексей Николаевич,Война и мир,1504,999
Тургенев Иван Сергеевич,Тарас Бульба,1115,1993
Гоголь Николай Васильевич,Железная дорога,1759,1013
Булгаков Михаил Афанасьевич,Вишнёвый сад,1873,590
Толстой Лев Николаевич,Идиот,1102,1981
Гоголь Николай Васильевич,Идиот,1652,1524
Гоголь Николай Васильевич,Воскресение,1303,1471
Тургенев Иван Сергеевич,Отцы и дети,1707,1956
Тургенев Иван Сергеевич,Записки охотника,1106,1580
Толстой Алексей Николаевич,Рядовой Лютиков,1888,1986
Чехов Антон Павлович,Белая гвардия,1871,176
Тургенев Иван Сергеевич,Дом с мезонином,1192,36
Булгаков Михаил Афанасьевич,Ревизор,1895,117
Пушкин Александр Сергеевич,Митина любовь,1199,1610
Достоевский Фёдор Михайлович,Воскресение,1247,825
Некрасов Николай Алексеевич,Вишнёвый сад,1141,1739
Достоевский Фёдор Михайлович,Анна Каренина,1799,1552
Толстой Алексей Николаевич,Тихий Дон,1968,345
Толстой Лев Николаевич,Судьба человека,1267,875
Толстой Алексей Николаевич,Крестьянские дети,1375,1165
Гоголь Николай Васильевич,Дама с собачкой,1147,31
Достоевский Фёдор Михайлович,Антоновские яблоки,1202,78
Некрасов Виктор Платонович,Ася,1893,1359
Некрасов Николай Алексеевич,Мертвые души,1894,1493
Достоевский Фёдор Михайлович,Война и мир,1961,216
Бунин Иван Алексеевич,Белые ночи,1990,86
Чехов Антон Павлович,Отцы и дети,1409,291
Булгаков Михаил Афанасьевич,Белая гвардия,1292,1353
Некрасов Николай Алексеевич,Кому на Руси жить хорошо,1500,1646
Тургенев Иван Сергеевич,Хамелеон,1591,1190
Пушкин Александр Сергеевич,Хождение по мукам,1710,93
Некрасов Николай Алексеевич,Преступление и наказание,1307,614
Гоголь Николай Васильевич,Шинель,1328,924
Толстой Алексей Николаевич,Воскресение,1580,465
Достоевский Фёдор Михайлович,Вишнёвый сад,1503,1226
Достоевский Фёдор Михайлович,Мастер и Маргарита,1171,547
Некрасов Николай Алексеевич,В окопах Сталинграда,1707,1169
Достоевский Фёдор Михайлович,В окопах Сталинграда,1359,1131
Булгаков Михаил Афанасьевич,Морфий,1773,1355
Толстой Алексей Николаевич,Вишнёвый сад,1737,868
Достоевский Фёдор Михайлович,Русские женщины,1833,837
Гоголь Николай Васильевич,Преступление и наказание,1626,1200
Шолохов Михаил Александрович,Кому на Руси жить хорошо,1976,877
Тургенев Иван Сергеевич,Мертвые души,1880,1459
Гоголь Николай Васильевич,Записки охотника,1631,284
Достоевский Фёдор Михайлович,Донские рассказы,1814,1635
Тургенев Иван Сергеевич,Дом с мезонином,1676,57
Чехов Антон Павлович,Вий,1886,878
Некрасов Николай Алексеевич,Тёмные аллеи,1291,847
Бунин Иван Алексеевич,Белая гвардия,1652,201
Толстой Лев Николаевич,Железная дорога,1258,557
Гоголь Николай Васильевич,Митина любовь,1743,1459
Толстой Алексей Николаевич,В окопах Сталинграда,1653,1718
Гоголь Николай Васильевич,Антоновские яблоки,1790,339
Бунин Иван Алексеевич,Листопад,1412,261
Достоевский Фёдор Михайлович,Анна Каренина,1629,181
Толстой Алексей Николаевич,Кому на Руси жить хорошо,1908,1421
Некрасов Николай Алексеевич,Крестьянские дети,1237,1554
Некрасов Николай Алексеевич,Анна Каренина,1475,1880
Некрасов Николай Алексеевич,Тихий Дон,1984,963
Толстой Алексей Николаевич,Железная дорога,1840,1694
Некрасов Виктор Платонович,Лёгкое дыхание,1869,1167
Толстой Лев Николаевич,Крестьянские дети,1245,1195
Тургенев Иван Сергеевич,Лёгкое дыхание,1672,1973
Чехов Антон Павлович,Детство,1359,1482
Толстой Алексей Николаевич,Братья Карамазовы,1355,885
Некрасов Николай Алексеевич,Митина любовь,1302,192
Достоевский Фёдор Михайлович,Железная дорога,1819,1463
Толстой Лев Николаевич,Листопад,1446,890
Некрасов Виктор Платонович,Детство,1266,1664
Шолохов Михаил Александрович,Русские женщины,1319,261
Гоголь Николай Васильевич,Мастер и Маргарита,1559,779
Некрасов Николай Алексеевич,Ревизор,2013,610
Бунин Иван Алексеевич,Собачье сердце,1601,1128
Бунин Иван Алексеевич,Ионыч,1891,1067
Булгаков Михаил Афанасьевич,Железная дорога,1791,999
Шолохов Михаил Александрович,Шинель,1597,1132
Пушкин Александр Сергеевич,Собачье сердце,1360,1091
Гоголь Николай Васильевич,Преступление и наказание,1266,1471
Некрасов Николай Алексеевич,Преступление и наказание,1775,376
Бунин Иван Алексеевич,Ася,1791,668
Некрасов Николай Алексеевич,Ася,1424,1477
Булгаков Михаил Афанасьевич,Кому на Руси жить хорошо,1705,113
Булгаков Михаил Афанасьевич,Русские женщины,1584,494
Тургенев Иван Сергеевич,Ионыч,1145,886
Гоголь Николай Васильевич,Крестьянские дети,1185,405
Шолохов Михаил Александрович,Бесы,1407,1340
Толстой Лев Николаевич,Хамелеон,1513,1511
Толстой Лев Николаевич,Белая гвардия,1775,259
Толстой Алексей Николаевич,Хамелеон,1139,1948
Чехов Антон Павлович,Отцы и дети,1592,77
Некрасов Виктор Платонович,Рядовой Лютиков,1457,1297
Некрасов Виктор Платонович,Листопад,1758,829
Бунин Иван Алексеевич,Вишнёвый сад,1328,681
Толстой Алексей Николаевич,Идиот,1104,908
Некрасов Николай Алексеевич,Детство,2013,400
Толстой Алексей Николаевич,Преступление и наказание,1878,406
Чехов Антон Павлович,Тарас Бульба,1503,526
Некрасов Николай Алексеевич,Первая любовь,1658,150
Толстой Лев Николаевич,Ася,1653,745
Тургенев Иван Сергеевич,Дама с собачкой,1534,974
Некрасов Виктор Платонович,Мастер и Маргарита,1646,982
Шолохов Михаил Александрович,Тёмные аллеи,1796,613
Пушкин Александр Сергеевич,Тихий Дон,1649,890
Булгаков Михаил Афанасьевич,Хождение по мукам,1216,1663
Достоевский Фёдор Михайлович,Белые ночи,2003,392
Чехов Антон Павлович,В окопах Сталинграда,1865,1296
Достоевский Фёдор Михайлович,Война и мир,1471,570
Булгаков Михаил Афанасьевич,Братья Карамазовы,1165,1948
Тургенев Иван Сергеевич,В окопах Сталинграда,1292,679
Достоевский Фёдор Михайлович,Вишнёвый сад,1518,259
Некрасов Виктор Платонович,Тихий Дон,1615,144
Тургенев Иван Сергеевич,Антоновские яблоки,1808,315
Толстой Лев Николаевич,Лёгкое дыхание,1468,730
Некрасов Николай Алексеевич,Мертвые души,1329,1099
Чехов Антон Павлович,Пётр Первый,1199,1881
Толстой Лев Николаевич,Медный всадник,1438,1195
Толстой Алексей Николаевич,Тёмные аллеи,1969,94
Некрасов Николай Алексеевич,Хамелеон,1331,384
Достоевский Фёдор Михайлович,Детство,1905,930
Бунин Иван Алексеевич,Донские рассказы,1244,797
Бунин Иван Алексеевич,Хамелеон,1496,709
Некрасов Николай Алексеевич,Рядовой Лютиков,1757,458
Толстой Лев Николаевич,Маленькая печальная повесть,1720,1732
Некрасов Николай Алексеевич,Мертвые души,1390,1382
Некрасов Виктор Платонович,Кому на Руси жить хорошо,1942,920
Чехов Антон Павлович,Дама с собачкой,1567,755
Чехов Антон Павлович,Листопад,1212,1924
Некрасов Николай Алексеевич,Братья Карамазовы,1591,537
Шолохов Михаил Александрович,Шинель,1596,1962
Достоевский Фёдор Михайлович,Ася,1349,261
Бунин Иван Алексеевич,Аэлита,1301,713
Толстой Лев Николаевич,Ионыч,1464,210
Шолохов Михаил Александрович,Дом с мезонином,1840,615
Гоголь Николай Васильевич,Тихий Дон,1353,819
Некрасов Виктор Платонович,Первая любовь,1412,1128
Булгаков Михаил Афанасьевич,Дама с собачкой,1431,1661
Толстой Алексей Николаевич,Крестьянские дети,1502,1277
Бунин Иван Алексеевич,Детство,1162,1231
Достоевский Фёдор Михайлович,Митина любовь,1932,629
Толстой Лев Николаевич,Шинель,1323,1167
Пушкин Александр Сергеевич,Маленькая печальная повесть,1562,619
Толстой Лев Николаевич,Евгений Онегин,1672,151
Гоголь Николай Васильевич,Митина любовь,1159,910
Булгаков Михаил Афанасьевич,Хамелеон,1600,974
Тургенев Иван Сергеевич,Аэлита,1113,747
Пушкин Александр Сергеевич,Дом с мезонином,1991,187
Некрасов Николай Алексеевич,Анна Каренина,1110,1961
Пушкин Александр Сергеевич,Листопад,1927,1088
Чехов Антон Павлович,Тихий Дон,1966,649
Гоголь Николай Васильевич,Крестьянские дети,1717,1830
Гоголь Николай Васильевич,Русские женщины,1553,175
Некрасов Виктор Платонович,Хождение по мукам,1289,862
Достоевский Фёдор Михайлович,Отцы и дети,1237,768
Некрасов Николай Алексеевич,Хамелеон,1498,135
Толстой Алексей Николаевич,Хамелеон,1657,1996
Чехов Антон Павлович,Русские женщины,1113,1152
Тургенев Иван Сергеевич,Маленькая печальная повесть,1927,235
Толстой Алексей Николаевич,Шинель,1985,1384
Некрасов Николай Алексеевич,Первая любовь,1772,347
Гоголь Николай Васильевич,Бесы,1328,290
Булгаков Михаил Афанасьевич,Антоновские яблоки,1128,434
Толстой Лев Николаевич,В окопах Сталинграда,1368,1507
Достоевский Фёдор Михайлович,Воскресение,1540,1825
Тургенев Иван Сергеевич,Хождение по мукам,1220,1551
Некрасов Николай Алексеевич,Детство,1600,1827
Бунин Иван Алексеевич,Хамелеон,1215,1458
Толстой Лев Николаевич,В окопах Сталинграда,1454,799
Тургенев Иван Сергеевич,Вий,1215,611
Гоголь Николай Васильевич,Тарас Бульба,1628,1090
Некрасов Николай Алексеевич,Ионыч,1970,1150
Тургенев Иван Сергеевич,Ася,1312,542
Гоголь Николай Васильевич,Дом с мезонином,1388,122
Бунин Иван Алексеевич,Медный всадник,1174,647
Булгаков Михаил Афанасьевич,Тарас Бульба,1519,1591
Некрасов Николай Алексеевич,Хождение по мукам,1729,1318
Толстой Лев Николаевич,Ася,1968,383
Некрасов Виктор Платонович,Белые ночи,1817,1307
Пушкин Александр Сергеевич,Преступление и наказание,1857,1819
Бунин Иван Алексеевич,В окопах Сталинграда,1657,1422
Гоголь Николай Васильевич,Пётр Первый,1786,276
Тургенев Иван Сергеевич,Митина любовь,1469,140
Толстой Лев Николаевич,Тарас Бульба,1388,439
Тургенев Иван Сергеевич,Преступление и наказание,1440,259
Некрасов Виктор Платонович,Хамелеон,1427,1178
Некрасов Николай Алексеевич,Вишнёвый сад,1414,589
Некрасов Николай Алексеевич,Белые ночи,1256,362
Тургенев Иван Сергеевич,Белые ночи,1203,943
Бунин Иван Алексеевич,Медный всадник,1216,1116
Достоевский Фёдор Михайлович,Хамелеон,2001,1983
Достоевский Фёдор Михайлович,Собачье сердце,1463,862
Достоевский Фёдор Михайлович,Война и мир,1103,1219
Достоевский Фёдор Михайлович,Тихий Дон,1259,91
Толстой Лев Николаевич,Белые ночи,1892,1514
Бунин Иван Алексеевич,Война и мир,1631,863
Бунин Иван Алексеевич,Дама с собачкой,1232,1874
Пушкин Александр Сергеевич,Идиот,1222,1372
Толстой Алексей Николаевич,Евгений Онегин,1505,511
Булгаков Михаил Афанасьевич,Морфий,1709,681
Булгаков Михаил Афанасьевич,Судьба человека,1559,270
Достоевский Фёдор Михайлович,Первая любовь,1113,1408
Некрасов Виктор Платонович,Дама с собачкой,1972,1999
Пушкин Александр Сергеевич,Преступление и наказание,1144,11
Толстой Лев Николаевич,Хамелеон,1171,1301
Шолохов Михаил Александрович,Лёгкое дыхание,1821,1651
Толстой Алексей Николаевич,Мертвые души,1170,33
Толстой Алексей Николаевич,Дом с мезонином,1870,1140
Бунин Иван Алексеевич,Крестьянские дети,1695,1642
Бунин Иван Алексеевич,Судьба человека,1838,1236
Бунин Иван Алексеевич,Белые ночи,1988,132
Некрасов Виктор Платонович,Отцы и дети,1515,402
Чехов Антон Павлович,Крестьянские дети,1537,1824
Толстой Алексей Николаевич,Воскресение,1508,1617
Тургенев Иван Сергеевич,Воскресение,1154,53
Некрасов Виктор Платонович,Хамелеон,1121,913
Достоевский Фёдор Михайлович,Дом с мезонином,1201,223
Бунин Иван Алексеевич,Тёмные аллеи,1372,22
Тургенев Иван Сергеевич,Железная дорога,1875,610
Бунин Иван Алексеевич,Анна Каренина,1743,1911
Пушкин Александр Сергеевич,Преступление и наказание,1706,1359
Гоголь Николай Васильевич,Судьба человека,1776,1422
Бунин Иван Алексеевич,Идиот,1323,40
Гоголь Николай Васильевич,Листопад,2002,876
Толстой Лев Николаевич,Идиот,1650,10
Булгаков Михаил Афанасьевич,Донские рассказы,1636,343
Шолохов Михаил Александрович,Кому на Руси жить хорошо,1325,18
Бунин Иван Алексеевич,Детство,1168,228
Шолохов Михаил Александрович,Мертвые души,1462,697
Толстой Алексей Николаевич,Маленькая печальная повесть,1957,1463
Булгаков Михаил Афанасьевич,Собачье сердце,1188,960
Некрасов Николай Алексеевич,Хамелеон,1888,458
Толстой Алексей Николаевич,Листопад,1578,1468
Шолохов Михаил Александрович,Шинель,1968,924
Толстой Лев Николаевич,Собачье сердце,1960,1311
Некрасов Виктор Платонович,Тихий Дон,1100,195
Булгаков Михаил Афанасьевич,Записки охотника,1832,1199
Шолохов Михаил Александрович,Ионыч,1152,289
Бунин Иван Алексеевич,Судьба человека,1484,75
Толстой Лев Николаевич,Братья Карамазовы,1973,956
Бунин Иван Алексеевич,В окопах Сталинграда,1690,1249
Некрасов Николай Алексеевич,Белые ночи,1490,195
Шолохов Михаил Александрович,Донские рассказы,1591,1031
Достоевский Фёдор Михайлович,Судьба человека,1305,1573
Тургенев Иван Сергеевич,Кому на Руси жить хорошо,1185,752
Некрасов Николай Алексеевич,Записки охотника,1726,894
Пушкин Александр Сергеевич,Первая любовь,1939,362
Булгаков Михаил Афанасьевич,Тихий Дон,1672,936
Толстой Лев Николаевич,Ася,1134,1530
Тургенев Иван Сергеевич,Бесы,1790,627
Булгаков Михаил Афанасьевич,Война и мир,1323,657
Булгаков Михаил Афанасьевич,Белые ночи,1393,102
Булгаков Михаил Афанасьевич,Мертвые души,1559,135
Пушкин Александр Сергеевич,Собачье сердце,1462,1299
Булгаков Михаил Афанасьевич,Ионыч,1267,1899
Бунин Иван Алексеевич,Русские женщины,1440,1547
Бунин Иван Алексеевич,Тихий Дон,1576,1687
Тургенев Иван Сергеевич,Война и мир,1171,1594
Толстой Алексей Николаевич,Мастер и Маргарита,1759,342
Толстой Лев Николаевич,Тарас Бульба,1337,772
Пушкин Александр Сергеевич,Дом с мезонином,1775,16
Чехов Антон Павлович,Кому на Руси жить хорошо,1114,217
Бунин Иван Алексеевич,Дама с собачкой,1403,367
Булгаков Михаил Афанасьевич,Евгений Онегин,1235,1694
Толстой Алексей Николаевич,Воскресение,1195,622
Бунин Иван Алексеевич,Записки охотника,1469,980
Пушкин Александр Сергеевич,Тарас Бульба,1246,1164
Пушкин Александр Сергеевич,Антоновские яблоки,1544,1427
Достоевский Фёдор Михайлович,Мертвые души,1673,57
Шолохов Михаил Александрович,Дом с мезонином,1666,638
Бунин Иван Алексеевич,Братья Карамазовы,1900,1934
Некрасов Николай Алексеевич,Хождение по мукам,1977,238
Некрасов Николай Алексеевич,Ася,1560,196
Тургенев Иван Сергеевич,Записки охотника,1397,87
Некрасов Николай Алексеевич,Шинель,1605,644
Чехов Антон Павлович,Анна Каренина,1189,1586
Толстой Алексей Николаевич,Медный всадник,1393,504
Некрасов Виктор Платонович,Ревизор,1537,595
Некрасов Виктор Платонович,Шинель,1793,30
Булгаков Михаил Афанасьевич,Аэлита,1823,924
Бунин Иван Алексеевич,Хамелеон,1876,1055
Шолохов Михаил Александрович,Русские женщины,1750,1001
Некрасов Николай Алексеевич,Листопад,1808,648
Чехов Антон Павлович,Собачье сердце,1358,1126
Достоевский Фёдор Михайлович,Белая гвардия,1331,1122
Некрасов Николай Алексеевич,Белые ночи,1561,1322
Чехов Антон Павлович,Аэлита,1729,1366
Толстой Алексей Николаевич,Мастер и Маргарита,1520,903
Толстой Алексей Николаевич,Первая любовь,1604,1819
Тургенев Иван Сергеевич,Евгений Онегин,1957,1114
Толстой Алексей Николаевич,Морфий,1412,494
Толстой Лев Николаевич,Белые ночи,1873,488
Тургенев Иван Сергеевич,Медный всадник,1536,636
Некрасов Виктор Платонович,Аэлита,1233,1031
Чехов Антон Павлович,Война и мир,1440,1471
Бунин Иван Алексеевич,Детство,1559,699
Шолохов Михаил Александрович,Преступление и наказание,1400,1658
Достоевский Фёдор Михайлович,Дама с собачкой,1402,1697
Некрасов Виктор Платонович,Бесы,1961,1769
Бунин Иван Алексеевич,Тихий Дон,1105,1402
Чехов Антон Павлович,Рядовой Лютиков,1958,732
Толстой Алексей Николаевич,Тихий Дон,1634,65
Гоголь Николай Васильевич,Маленькая печальная повесть,1963,1298
Некрасов Николай Алексеевич,Дом с мезонином,1240,806
Пушкин Александр Сергеевич,Ася,1797,1277
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1138,1493
Бунин Иван Алексеевич,Ася,1490,620
Булгаков Михаил Афанасьевич,В окопах Сталинграда,1572,1601
Бунин Иван Алексеевич,В окопах Сталинграда,1284,1898
Некрасов Виктор Платонович,Война и мир,1291,1752
Пушкин Александр Сергеевич,Собачье сердце,1104,1923
Гоголь Николай Васильевич,Вий,1746,1490
Достоевский Фёдор Михайлович,Дом с мезонином,1557,181
Пушкин Александр Сергеевич,Бесы,1257,75
Тургенев Иван Сергеевич,Евгений Онегин,1421,1628
Некрасов Николай Алексеевич,Мертвые души,1474,414
Бунин Иван Алексеевич,Судьба человека,1797,1050
Чехов Антон Павлович,Митина любовь,1614,1804
Достоевский Фёдор Михайлович,Вишнёвый сад,1799,528
Достоевский Фёдор Михайлович,Пётр Первый,1402,1164
Пушкин Александр Сергеевич,Тихий Дон,1518,204
Некрасов Николай Алексеевич,Маленькая печальная повесть,1522,1559
Толстой Алексей Николаевич,Антоновские яблоки,1678,498
Гоголь Николай Васильевич,Судьба человека,1801,987
Бунин Иван Алексеевич,Листопад,1387,1916
Толстой Лев Николаевич,Тёмные аллеи,1961,574
Пушкин Александр Сергеевич,Ионыч,1235,1973
Пушкин Александр Сергеевич,Ревизор,1267,886
Пушкин Александр Сергеевич,Мастер и Маргарита,1343,1032
Чехов Антон Павлович,Рядовой Лютиков,1375,47
Некрасов Николай Алексеевич,Медный всадник,1290,253
Пушкин Александр Сергеевич,Митина любовь,1930,1671
Толстой Лев Николаевич,Детство,1288,548
Пушкин Александр Сергеевич,Морфий,1200,538
Гоголь Николай Васильевич,Ревизор,1455,1878
Чехов Антон Павлович,Вий,1432,1328
Чехов Антон Павлович,В окопах Сталинграда,1388,1450
Чехов Антон Павлович,Морфий,1520,1286
Шолохов Михаил Александрович,Белая гвардия,1921,1271
Чехов Антон Павлович,Митина любовь,1625,1784
Бунин Иван Алексеевич,Детство,1496,1637
Некрасов Виктор Платонович,Тарас Бульба,1239,53
Некрасов Виктор Платонович,Война и мир,1454,326
Пушкин Александр Сергеевич,Евгений Онегин,1567,1324
Тургенев Иван Сергеевич,Воскресение,1383,635
Некрасов Виктор Платонович,Анна Каренина,1596,1502
Некрасов Николай Алексеевич,Железная дорога,1655,1843
Толстой Лев Николаевич,Вишнёвый сад,1177,175
Бунин Иван Алексеевич,Лёгкое дыхание,1715,1373
Бунин Иван Алексеевич,В окопах Сталинграда,1357,1392
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1188,1851
Шолохов Михаил Александрович,Записки охотника,1873,1376
Тургенев Иван Сергеевич,Рядовой Лютиков,1370,811
Шолохов Михаил Александрович,Бесы,1718,1758
Достоевский Фёдор Михайлович,Белая гвардия,1397,1164
Достоевский Фёдор Михайлович,Идиот,1300,958
Некрасов Виктор Платонович,Шинель,1969,1853
Бунин Иван Алексеевич,Маленькая печальная повесть,1253,596
Булгаков Михаил Афанасьевич,Вий,1593,1800
Толстой Лев Николаевич,Русские женщины,2006,1864
Некрасов Николай Алексеевич,Братья Карамазовы,1658,1421
Толстой Алексей Николаевич,Хождение по мукам,1502,1250
Толстой Лев Николаевич,Ревизор,1951,733
Чехов Антон Павлович,Война и мир,1749,1332
Булгаков Михаил Афанасьевич,Война и мир,1547,1056
Шолохов Михаил Александрович,Вишнёвый сад,1764,1881
Чехов Антон Павлович,Маленькая печальная повесть,1251,948
Тургенев Иван Сергеевич,Медный всадник,1926,636
Толстой Алексей Николаевич,Белая гвардия,1660,1568
Некрасов Николай Алексеевич,Тихий Дон,2010,1272
Чехов Антон Павлович,Тарас Бульба,1300,180
Булгаков Михаил Афанасьевич,Хамелеон,1876,1788
Пушкин Александр Сергеевич,Братья Карамазовы,1951,183
Булгаков Михаил Афанасьевич,Евгений Онегин,1961,186
Толстой Лев Николаевич,Шинель,1593,1077
Толстой Алексей Николаевич,Идиот,1212,1532
Гоголь Николай Васильевич,В окопах Сталинграда,1235,1165
Некрасов Виктор Платонович,Хамелеон,1907,286
Шолохов Михаил Александрович,Маленькая печальная повесть,1364,1854
Чехов Антон Павлович,В окопах Сталинграда,1901,896
Чехов Антон Павлович,Вий,1122,579
Шолохов Михаил Александрович,Мастер и Маргарита,1547,932
Некрасов Виктор Платонович,Тёмные аллеи,1601,983
Тургенев Иван Сергеевич,Хамелеон,1954,218
Шолохов Михаил Александрович,Ионыч,1126,1454
Шолохов Михаил Александрович,Собачье сердце,1714,1488
Булгаков Михаил Афанасьевич,Медный всадник,1317,1556
Чехов Антон Павлович,Аэлита,1452,1821
Булгаков Михаил Афанасьевич,Мастер и Маргарита,1556,1283
Бунин Иван Алексеевич,Тарас Бульба,1971,1897
Чехов Антон Павлович,Рядовой Лютиков,1204,348
Толстой Алексей Николаевич,Тарас Бульба,1271,12
Толстой Алексей Николаевич,Медный всадник,1433,1502
Достоевский Фёдор Михайлович,Преступление и наказание,1286,1640
Пушкин Александр Сергеевич,Идиот,1747,231
Толстой Алексей Николаевич,Кому на Руси жить хорошо,1685,576
Гоголь Николай Васильевич,Железная дорога,1141,359
Толстой Лев Николаевич,Идиот,1325,470
Пушкин Александр Сергеевич,Рядовой Лютиков,1805,1483
Некрасов Виктор Платонович,Собачье сердце,1755,786
Тургенев Иван Сергеевич,Митина любовь,1985,1603
Некрасов Виктор Платонович,Анна Каренина,1853,66
Пушкин Александр Сергеевич,В окопах Сталинграда,1441,1719
Булгаков Михаил Афанасьевич,Лёгкое дыхание,1819,447
Пушкин Александр Сергеевич,Донские рассказы,1913,1770
Толстой Алексей Николаевич,Мастер и Маргарита,1172,411
Шолохов Михаил Александрович,Железная дорога,1385,311
Бунин Иван Алексеевич,Лёгкое дыхание,1668,427
Чехов Антон Павлович,Хождение по мукам,1981,791
Булгаков Михаил Афанасьевич,Морфий,1106,76
Булгаков Михаил Афанасьевич,Евгений Онегин,1384,1280
Тургенев Иван Сергеевич,Листопад,1234,1763
Толстой Лев Николаевич,Вий,1744,1663
Чехов Антон Павлович,Хамелеон,1281,225
Пушкин Александр Сергеевич,Морфий,1926,1037
Гоголь Николай Васильевич,Воскресение,1134,1067
Булгаков Михаил Афанасьевич,Мертвые души,1886,796
Тургенев Иван Сергеевич,Белые ночи,1237,240
Пушкин Александр Сергеевич,Братья Карамазовы,1461,1365
Толстой Лев Николаевич,Дом с мезонином,1890,1075
Достоевский Фёдор Михайлович,Лёгкое дыхание,1123,607
Булгаков Михаил Афанасьевич,Медный всадник,1610,1431
Чехов Антон Павлович,Шинель,1504,1144
Некрасов Николай Алексеевич,Война и мир,1177,651
Гоголь Николай Васильевич,Собачье сердце,1644,1537
Пушкин Александр Сергеевич,Донские рассказы,1615,799
Шолохов Михаил Александрович,Евгений Онегин,1350,1115
Тургенев Иван Сергеевич,Аэлита,1715,1766
Тургенев Иван Сергеевич,Тихий Дон,1105,1544
Булгаков Михаил Афанасьевич,Рядовой Лютиков,1471,1350
Бунин Иван Алексеевич,Мастер и Маргарита,1597,1527
Толстой Лев Николаевич,Хамелеон,1882,1011
Гоголь Николай Васильевич,Медный всадник,1368,1616
Некрасов Виктор Платонович,Записки охотника,1714,1887
Пушкин Александр Сергеевич,Хождение по мукам,1888,768
Гоголь Николай Васильевич,Собачье сердце,1259,1581
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1223,1902
Бунин Иван Алексеевич,Антоновские яблоки,1300,694
Шолохов Михаил Александрович,Морфий,1701,1793
Толстой Алексей Николаевич,Ионыч,1107,961
Чехов Антон Павлович,Крестьянские дети,1846,417
Тургенев Иван Сергеевич,Мастер и Маргарита,1861,264
Пушкин Александр Сергеевич,Митина любовь,1538,182
Бунин Иван Алексеевич,Записки охотника,1158,1842
Гоголь Николай Васильевич,Собачье сердце,1870,1360
Пушкин Александр Сергеевич,Дама с собачкой,1602,358
Толстой Алексей Николаевич,Собачье сердце,1276,1958
Некрасов Николай Алексеевич,Митина любовь,1570,957
Толстой Алексей Николаевич,Железная дорога,1296,1850
Шолохов Михаил Александрович,Кому на Руси жить хорошо,1220,978
Некрасов Николай Алексеевич,Тарас Бульба,1702,1036
Толстой Лев Николаевич,Вий,1594,848
Пушкин Александр Сергеевич,Мертвые души,1548,1656
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1470,1357
Толстой Лев Николаевич,Медный всадник,1811,1532
Толстой Алексей Николаевич,Белые ночи,1158,406
Достоевский Фёдор Михайлович,Тёмные аллеи,1799,1614
Чехов Антон Павлович,Шинель,1659,1416
Тургенев Иван Сергеевич,Записки охотника,1822,1788
Шолохов Михаил Александрович,Записки охотника,1158,1059
Толстой Лев Николаевич,Собачье сердце,1357,335
Бунин Иван Алексеевич,Маленькая печальная повесть,1216,747
Тургенев Иван Сергеевич,Крестьянские дети,1624,1574
Некрасов Виктор Платонович,Крестьянские дети,1363,1379
Толстой Лев Николаевич,Кому на Руси жить хорошо,1149,1222
Булгаков Михаил Афанасьевич,Русские женщины,1927,1472
Толстой Лев Николаевич,Хождение по мукам,1456,838
Толстой Алексей Николаевич,Анна Каренина,1262,1034
Некрасов Николай Алексеевич,Идиот,1676,615
Бунин Иван Алексеевич,Детство,1687,1851
Бунин Иван Алексеевич,В окопах Сталинграда,1507,338
Пушкин Александр Сергеевич,Белая гвардия,1430,1904
Гоголь Николай Васильевич,Шинель,1581,478
Булгаков Михаил Афанасьевич,Собачье сердце,1263,358
Некрасов Николай Алексеевич,Белая гвардия,1381,493
Чехов Антон Павлович,Донские рассказы,1683,755
Достоевский Фёдор Михайлович,Вий,1344,1515
