ФИО автора,название,год издания,количество страниц
Толстой Алексей Николаевич,Крестьянские дети,1732,235
Тургенев Иван Сергеевич,Лёгкое дыхание,1982,310
Толстой Лев Николаевич,Собачье сердце,1466,18
Булгаков Михаил Афанасьевич,Крестьянские дети,1289,1483
Толстой Алексей Николаевич,Бесы,1697,18
Бунин Иван Алексеевич,Ася,2023,109
Толстой Лев Николаевич,Маленькая печальная повесть,1177,809
Пушкин Александр Сергеевич,Ревизор,1855,1309
Чехов Антон Павлович,Хамелеон,1384,1396
Гоголь Николай Васильевич,Шинель,1199,125
Шолохов Михаил Александрович,Антоновские яблоки,1595,855
Достоевский Фёдор Михайлович,Вишнёвый сад,1735,1562
Толстой Лев Николаевич,Антоновские яблоки,1471,594
Толстой Лев Николаевич,Тарас Бульба,1355,1190
Булгаков Михаил Афанасьевич,Воскресение,1384,508
Чехов Антон Павлович,Ася,1718,1057
Толстой Лев Николаевич,Пётр Первый,1261,711
Некрасов Николай Алексеевич,Ася,1712,1602
Гоголь Николай Васильевич,Железная дорога,1207,431
Шолохов Михаил Александрович,Антоновские яблоки,2013,1679
Гоголь Николай Васильевич,Русские женщины,2010,694
Шолохов Михаил Александрович,Дама с собачкой,1260,851
Пушкин Александр Сергеевич,Вий,1412,260
Тургенев Иван Сергеевич,Ревизор,1865,423
Чехов Антон Павлович,Тёмные аллеи,1160,1551
Толстой Лев Николаевич,Маленькая печальная повесть,1627,286
Толстой Лев Николаевич,Антоновские яблоки,1985,1047
Бунин Иван Алексеевич,Отцы и дети,1782,792
Толстой Лев Николаевич,Ионыч,1769,361
Достоевский Фёдор Михайлович,В окопах Сталинграда,1876,1137
Тургенев Иван Сергеевич,Бесы,1349,1819
Некрасов Николай Алексеевич,Вишнёвый сад,1634,186
Шолохов Михаил Александрович,Хамелеон,1787,388
Булгаков Михаил Афанасьевич,Медный всадник,1275,1138
Тургенев Иван Сергеевич,Белая гвардия,1835,1676
Некрасов Виктор Платонович,Евгений Онегин,1445,95
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1250,1120
Булгаков Михаил Афанасьевич,Хамелеон,1225,1092
Некрасов Николай Алексеевич,Первая любовь,1763,261
Достоевский Фёдор Михайлович,Судьба человека,1995,794
Тургенев Иван Сергеевич,Антоновские яблоки,1807,959
Бунин Иван Алексеевич,Отцы и дети,1936,48
Толстой Лев Николаевич,Записки охотника,1437,853
Гоголь Николай Васильевич,Тихий Дон,1707,1600
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1873,643
Некрасов Виктор Платонович,Лёгкое дыхание,1180,1135
Некрасов Николай Алексеевич,Морфий,1449,753
Некрасов Николай Алексеевич,Кому на Руси жить хорошо,1486,712
Толстой Лев Николаевич,Ася,1569,178
Толстой Лев Николаевич,Тихий Дон,1439,940
Шолохов Михаил Александрович,Идиот,1837,249
Бунин Иван Алексеевич,Ревизор,1671,1993
Некрасов Николай Алексеевич,Маленькая печальная повесть,1145,554
Пушкин Александр Сергеевич,Дом с мезонином,1442,309
Толстой Лев Николаевич,Вий,1147,1634
Некрасов Николай Алексеевич,Тихий Дон,1484,226
Шолохов Михаил Александрович,Маленькая печальная повесть,1533,1709
Булгаков Михаил Афанасьевич,Хамелеон,1388,1452
Некрасов Николай Алексеевич,Хождение по мукам,2018,644
Пушкин Александр Сергеевич,Митина любовь,1942,713
Шолохов Михаил Александрович,Анна Каренина,1246,1652
Толстой Алексей Николаевич,Судьба человека,1823,1130
Булгаков Михаил Афанасьевич,В окопах Сталинграда,1297,1856
Булгаков Михаил Афанасьевич,Митина любовь,1229,621
Некрасов Николай Алексеевич,Записки охотника,1494,1319
Достоевский Фёдор Михайлович,Анна Каренина,1917,1435
Толстой Лев Николаевич,Белая гвардия,1389,825
Пушкин Александр Сергеевич,Отцы и дети,1581,1856
Гоголь Николай Васильевич,Ревизор,1414,908
Некрасов Виктор Платонович,Хождение по мукам,1851,412
Гоголь Николай Васильевич,Маленькая печальная повесть,1347,1068
Толстой Алексей Николаевич,Морфий,1264,1762
Гоголь Николай Васильевич,Крестьянские дети,1926,334
Шолохов Михаил Александрович,Преступление и наказание,1794,1048
Пушкин Александр Сергеевич,Русские женщины,1847,421
Достоевский Фёдор Михайлович,Анна Каренина,1738,1367
Некрасов Виктор Платонович,Белые ночи,1570,254
Толстой Лев Николаевич,Лёгкое дыхание,1535,699
Шолохов Михаил Александрович,Воскресение,1781,963
Бунин Иван Алексеевич,В окопах Сталинграда,1416,721
Гоголь Николай Васильевич,Пётр Первый,1986,1309
Некрасов Николай Алексеевич,Записки охотника,1767,14
Некрасов Виктор Платонович,Кому на Руси жить хорошо,1965,943
Некрасов Николай Алексеевич,Тарас Бульба,2023,1732
Чехов Антон Павлович,Маленькая печальная повесть,1954,430
Шолохов Михаил Александрович,Евгений Онегин,1651,1859
Некрасов Николай Алексеевич,Тарас Бульба,1306,1021
Пушкин Александр Сергеевич,Хождение по мукам,1738,1648
Булгаков Михаил Афанасьевич,Донские рассказы,1707,223
Чехов Антон Павлович,Тёмные аллеи,1973,1584
Шолохов Михаил Александрович,Судьба человека,1547,187
Тургенев Иван Сергеевич,Маленькая печальная повесть,1992,360
Некрасов Виктор Платонович,Морфий,1906,814
Шолохов Михаил Александрович,Тёмные аллеи,1987,1195
Бунин Иван Алексеевич,Война и мир,1243,1178
Достоевский Фёдор Михайлович,Первая любовь,1432,453
Пушкин Александр Сергеевич,Идиот,1738,803
Тургенев Иван Сергеевич,Вишнёвый сад,1638,853
Толстой Алексей Николаевич,Листопад,1720,862
Гоголь Николай Васильевич,Собачье сердце,1554,357
Некрасов Николай Алексеевич,Преступление и наказание,1857,1761
Шолохов Михаил Александрович,Хождение по мукам,1400,1308
Шолохов Михаил Александрович,Тёмные аллеи,1356,865
Шолохов Михаил Александрович,Мастер и Маргарита,1630,1498
Толстой Алексей Николаевич,Тёмные аллеи,1657,633
Пушкин Александр Сергеевич,Воскресение,1620,100
Толстой Алексей Николаевич,Рядовой Лютиков,1709,756
Булгаков Михаил Афанасьевич,Судьба человека,1850,1534
Толстой Алексей Николаевич,Хождение по мукам,1705,1639
Толстой Лев Николаевич,Мастер и Маргарита,1943,447
Шолохов Михаил Александрович,Медный всадник,1713,74
Бунин Иван Алексеевич,Отцы и дети,1287,1006
Некрасов Виктор Платонович,Морфий,1998,931
Некрасов Николай Алексеевич,Пётр Первый,1654,86
Бунин Иван Алексеевич,Ионыч,1846,865
Достоевский Фёдор Михайлович,Мастер и Маргарита,1390,997
Тургенев Иван Сергеевич,Анна Каренина,1404,1793
Толстой Алексей Николаевич,Маленькая печальная повесть,1775,615
Толстой Алексей Николаевич,Листопад,1823,621
Шолохов Михаил Александрович,Железная дорога,1212,604
Некрасов Виктор Платонович,Тёмные аллеи,1466,567
Некрасов Виктор Платонович,Листопад,1818,796
Толстой Алексей Николаевич,Тёмные аллеи,1115,804
Булгаков Михаил Афанасьевич,Аэлита,1880,1564
Некрасов Виктор Платонович,Отцы и дети,1772,1795
Толстой Лев Николаевич,Железная дорога,1993,735
Некрасов Виктор Платонович,Железная дорога,1511,1974
Пушкин Александр Сергеевич,Дама с собачкой,1243,622
Бунин Иван Алексеевич,Тёмные аллеи,1369,1537
Тургенев Иван Сергеевич,Хамелеон,1284,1075
Некрасов Виктор Платонович,Первая любовь,1948,505
Некрасов Николай Алексеевич,Антоновские яблоки,1539,522
Толстой Алексей Николаевич,Мертвые души,1669,1606
Бунин Иван Алексеевич,Бесы,1203,1189
Толстой Алексей Николаевич,Евгений Онегин,1464,1896
Толстой Алексей Николаевич,Аэлита,1983,256
Толстой Алексей Николаевич,Крестьянские дети,1792,103
Некрасов Николай Алексеевич,Русские женщины,1825,1718
Булгаков Михаил Афанасьевич,Война и мир,2026,1153
Бунин Иван Алексеевич,Антоновские яблоки,1209,1597
Бунин Иван Алексеевич,Мертвые души,1953,387
Некрасов Николай Алексеевич,Мертвые души,1846,1567
Толстой Алексей Николаевич,Мастер и Маргарита,1582,779
Тургенев Иван Сергеевич,Вий,1614,50
Чехов Антон Павлович,Шинель,1544,482
Шолохов Михаил Александрович,Донские рассказы,1634,260
Бунин Иван Алексеевич,Лёгкое дыхание,1254,424
Пушкин Александр Сергеевич,Донские рассказы,1359,645
Гоголь Николай Васильевич,Листопад,1235,678
Гоголь Николай Васильевич,Медный всадник,1511,763
Тургенев Иван Сергеевич,Митина любовь,1280,1973
Достоевский Фёдор Михайлович,Кому на Руси жить хорошо,1808,1448
Шолохов Михаил Александрович,Железная дорога,1799,499
Толстой Лев Николаевич,Кому на Руси жить хорошо,1987,845
Достоевский Фёдор Михайлович,Шинель,1233,804
Чехов Антон Павлович,Белые ночи,1969,578
Пушкин Александр Сергеевич,Вишнёвый сад,1532,505
Некрасов Виктор Платонович,Война и мир,1923,378
Бунин Иван Алексеевич,Ионыч,1814,668
Шолохов Михаил Александрович,Донские рассказы,1850,118
Толстой Лев Николаевич,Медный всадник,1213,749
Тургенев Иван Сергеевич,Донские рассказы,1742,1606
Достоевский Фёдор Михайлович,Вишнёвый сад,1743,1994
Бунин Иван Алексеевич,Первая любовь,1566,846
Булгаков Михаил Афанасьевич,В окопах Сталинграда,1721,1058
Толстой Лев Николаевич,Мастер и Маргарита,1638,971
Булгаков Михаил Афанасьевич,Вишнёвый сад,1810,1703
Пушкин Александр Сергеевич,Записки охотника,1353,1977
Достоевский Фёдор Михайлович,Тарас Бульба,1658,909
Некрасов Виктор Платонович,Митина любовь,1327,1560
Пушкин Александр Сергеевич,Хождение по мукам,1255,553
Булгаков Михаил Афанасьевич,Шинель,1559,650
Бунин Иван Алексеевич,Евгений Онегин,1432,1414
Чехов Антон Павлович,Белая гвардия,1120,514
Тургенев Иван Сергеевич,Отцы и дети,1677,1039
Достоевский Фёдор Михайлович,Медный всадник,1972,1616
Шолохов Михаил Александрович,Пётр Первый,1744,1142
Гоголь Николай Васильевич,Евгений Онегин,1997,1907
Пушкин Александр Сергеевич,Мастер и Маргарита,1573,901
Пушкин Александр Сергеевич,Первая любовь,1513,1236
Толстой Лев Николаевич,Вий,1637,976
Бунин Иван Алексеевич,Тёмные аллеи,1529,94
Некрасов Виктор Платонович,Детство,1156,1148
Пушкин Александр Сергеевич,Евгений Онегин,1284,1789
Достоевский Фёдор Михайлович,Евгений Онегин,1363,24
Шолохов Михаил Александрович,Шинель,1327,1123
Толстой Лев Николаевич,Тарас Бульба,1947,1064
Шолохов Михаил Александрович,Русские женщины,1412,17
Некрасов Николай Алексеевич,Мертвые души,1131,157
Чехов Антон Павлович,Крестьянские дети,1846,439
Булгаков Михаил Афанасьевич,Война и мир,1820,1830
Пушкин Александр Сергеевич,Анна Каренина,1633,1154
Бунин Иван Алексеевич,Медный всадник,1999,601
Толстой Лев Николаевич,Дом с мезонином,1746,371
Тургенев Иван Сергеевич,Первая любовь,1376,1846
Тургенев Иван Сергеевич,Кому на Руси жить хорошо,1521,561
Шолохов Михаил Александрович,Маленькая печальная повесть,1752,147
Достоевский Фёдор Михайлович,Донские рассказы,1930,631
Чехов Антон Павлович,Аэлита,1771,848
Шолохов Михаил Александрович,Дом с мезонином,1634,1940
Толстой Лев Николаевич,Бесы,1916,436
Булгаков Михаил Афанасьевич,Кому на Руси жить хорошо,1607,631
Булгаков Михаил Афанасьевич,Воскресение,1839,1286
Гоголь Николай Васильевич,Донские рассказы,2021,183
Толстой Алексей Николаевич,Маленькая печальная повесть,1304,821
Гоголь Николай Васильевич,Листопад,1250,1937
Шолохов Михаил Александрович,Вий,1722,1060
Бунин Иван Алексеевич,Евгений Онегин,1290,1680
Некрасов Виктор Платонович,Крестьянские дети,1710,464
Булгаков Михаил Афанасьевич,Шинель,1830,1373
Некрасов Николай Алексеевич,Тихий Дон,1763,1856
Толстой Лев Николаевич,Вишнёвый сад,2021,1795
Толстой Алексей Николаевич,Бесы,1225,286
Пушкин Александр Сергеевич,Идиот,1153,870
Гоголь Николай Васильевич,Ионыч,1545,609
Толстой Лев Николаевич,Собачье сердце,1518,1855
Булгаков Михаил Афанасьевич,Тихий Дон,1144,234
Бунин Иван Алексеевич,Записки охотника,1579,283
Достоевский Фёдор Михайлович,Донские рассказы,1553,1263
Тургенев Иван Сергеевич,Мертвые души,1339,1056
Толстой Лев Николаевич,Хождение по мукам,1199,700
Булгаков Михаил Афанасьевич,Детство,1698,1046
Бунин Иван Алексеевич,Ревизор,1812,395
Шолохов Михаил Александрович,Тарас Бульба,1823,918
Некрасов Виктор Платонович,Морфий,1837,223
Бунин Иван Алексеевич,В окопах Сталинграда,1403,534
Тургенев Иван Сергеевич,Детство,1659,1630
Достоевский Фёдор Михайлович,Ревизор,1399,818
Тургенев Иван Сергеевич,Донские рассказы,1391,1462
Достоевский Фёдор Михайлович,Бесы,1971,64
Пушкин Александр Сергеевич,Шинель,1263,1034
Бунин Иван Алексеевич,Война и мир,1587,1345
Гоголь Николай Васильевич,Медный всадник,1474,1235
Пушкин Александр Сергеевич,Мертвые души,1438,322
Тургенев Иван Сергеевич,Бесы,1750,1715
Гоголь Николай Васильевич,Мертвые души,1300,1414
Некрасов Николай Алексеевич,Мастер и Маргарита,1939,1191
Толстой Лев Николаевич,Аэлита,1314,1373
Бунин Иван Алексеевич,Тихий Дон,1551,726
Тургенев Иван Сергеевич,Русские женщины,1192,1542
Некрасов Виктор Платонович,Отцы и дети,1292,487
Толстой Алексей Николаевич,В окопах Сталинграда,1454,1975
Бунин Иван Алексеевич,В окопах Сталинграда,1943,1249
Толстой Алексей Николаевич,Маленькая печальная повесть,1930,865
Толстой Алексей Николаевич,Ася,1469,1523
Булгаков Михаил Афанасьевич,Хамелеон,1635,1294
Шолохов Михаил Александрович,Первая любовь,1833,1318
Булгаков Михаил Афанасьевич,Белая гвардия,1801,408
Толстой Алексей Николаевич,Вишнёвый сад,1167,453
Некрасов Виктор Платонович,Морфий,1591,1256
Некрасов Николай Алексеевич,Братья Карамазовы,1709,317
Толстой Алексей Николаевич,Хамелеон,2004,1217
Бунин Иван Алексеевич,Пётр Первый,1483,1356
Гоголь Николай Васильевич,Отцы и дети,1849,1517
Шолохов Михаил Александрович,Антоновские яблоки,1938,1059
Гоголь Николай Васильевич,Ревизор,1521,363
Некрасов Николай Алексеевич,Тарас Бульба,1663,1878
Некрасов Виктор Платонович,Лёгкое дыхание,1541,1502
Достоевский Фёдор Михайлович,Листопад,1396,1547
Пушкин Александр Сергеевич,Морфий,1475,1457
Толстой Лев Николаевич,Детство,1693,1235
Чехов Антон Павлович,Идиот,2013,425
Толстой Лев Николаевич,Лёгкое дыхание,1610,1162
Булгаков Михаил Афанасьевич,Белая гвардия,1340,869
Толстой Лев Николаевич,Хамелеон,1479,1081
Шолохов Михаил Александрович,Бесы,1574,840
Булгаков Михаил Афанасьевич,Крестьянские дети,1835,1443
Гоголь Николай Васильевич,Дом с мезонином,1585,1963
Толстой Лев Николаевич,Русские женщины,1242,1919
Пушкин Александр Сергеевич,Анна Каренина,1708,1403
Некрасов Виктор Платонович,Мастер и Маргарита,1384,752
Бунин Иван Алексеевич,Пётр Первый,1387,1433
Гоголь Николай Васильевич,Белые ночи,1564,882
Толстой Алексей Николаевич,Маленькая печальная повесть,1449,792
Чехов Антон Павлович,Железная дорога,1488,221
Толстой Алексей Николаевич,Белая гвардия,2021,1492
Чехов Антон Павлович,Идиот,1682,286
Бунин Иван Алексеевич,Медный всадник,1741,234
Толстой Лев Николаевич,Кому на Руси жить хорошо,1923,187
Тургенев Иван Сергеевич,Война и мир,1881,1716
Булгаков Михаил Афанасьевич,Преступление и наказание,1869,506
Некрасов Николай Алексеевич,Крестьянские дети,1413,1460
Тургенев Иван Сергеевич,Хождение по мукам,1256,1628
Толстой Алексей Николаевич,Собачье сердце,1144,45
Тургенев Иван Сергеевич,Собачье сердце,1379,1938
Бунин Иван Алексеевич,Отцы и дети,1396,444
Гоголь Николай Васильевич,Митина любовь,1766,964
Гоголь Николай Васильевич,Рядовой Лютиков,1980,42
Некрасов Виктор Платонович,Ионыч,1170,1849
Некрасов Виктор Платонович,В окопах Сталинграда,1692,1548
Гоголь Николай Васильевич,Пётр Первый,1117,900
Достоевский Фёдор Михайлович,Тарас Бульба,1448,1195
Булгаков Михаил Афанасьевич,Аэлита,1640,688
Чехов Антон Павлович,Евгений Онегин,1225,755
Гоголь Николай Васильевич,Братья Карамазовы,1451,973
Толстой Алексей Николаевич,Мастер и Маргарита,1129,1351
Некрасов Виктор Платонович,Тихий Дон,1931,26
Чехов Антон Павлович,Русские женщины,1725,122
Некрасов Виктор Платонович,Судьба человека,1253,194
Некрасов Виктор Платонович,Шинель,1143,322
Тургенев Иван Сергеевич,Рядовой Лютиков,1185,1161
Достоевский Фёдор Михайлович,Хамелеон,1981,806
Гоголь Николай Васильевич,Записки охотника,1854,346
Толстой Алексей Николаевич,Аэлита,1515,590
Достоевский Фёдор Михайлович,Лёгкое дыхание,1193,554
Булгаков Михаил Афанасьевич,Железная дорога,1302,1509
Гоголь Николай Васильевич,Бесы,1933,107
Булгаков Михаил Афанасьевич,Лёгкое дыхание,1571,77
Некрасов Николай Алексеевич,Митина любовь,1822,1248
Тургенев Иван Сергеевич,Вишнёвый сад,1855,1310
Чехов Антон Павлович,В окопах Сталинграда,1110,471
Некрасов Виктор Платонович,Листопад,1122,1175
Толстой Алексей Николаевич,Евгений Онегин,1823,1603
Чехов Антон Павлович,Железная дорога,1694,221
Достоевский Фёдор Михайлович,Евгений Онегин,1499,1223
Пушкин Александр Сергеевич,Вишнёвый сад,1351,20
Шолохов Михаил Александрович,Маленькая печальная повесть,1316,397
Некрасов Виктор Платонович,Хождение по мукам,1616,822
Гоголь Николай Васильевич,Железная дорога,1223,1030
Достоевский Фёдор Михайлович,Дама с собачкой,1622,1673
Бунин Иван Алексеевич,Братья Карамазовы,1465,474
Булгаков Михаил Афанасьевич,Дама с собачкой,1797,59
Шолохов Михаил Александрович,Крестьянские дети,1653,369
Булгаков Михаил Афанасьевич,Идиот,1657,245
Достоевский Фёдор Михайлович,Тихий Дон,1140,11
Гоголь Николай Васильевич,Первая любовь,1912,655
Некрасов Виктор Платонович,Вишнёвый сад,1106,1794
Тургенев Иван Сергеевич,Хамелеон,1897,1166
Некрасов Николай Алексеевич,Белые ночи,1461,1318
Пушкин Александр Сергеевич,Аэлита,1228,1233
Толстой Алексей Николаевич,Рядовой Лютиков,1307,65
Толстой Лев Николаевич,Митина любовь,1706,795
Бунин Иван Алексеевич,Белые ночи,1814,443
Толстой Лев Николаевич,Ася,1829,726
Чехов Антон Павлович,Детство,1485,575
Пушкин Александр Сергеевич,Первая любовь,1190,1371
Бунин Иван Алексеевич,Медный всадник,1396,1599
Чехов Антон Павлович,Детство,1227,1062
Некрасов Николай Алексеевич,Война и мир,1535,841
Толстой Алексей Николаевич,Рядовой Лютиков,1999,155
Тургенев Иван Сергеевич,Шинель,1362,1682
Гоголь Николай Васильевич,Мастер и Маргарита,1507,1125
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1939,1325
Толстой Лев Николаевич,Донские рассказы,1554,604
Пушкин Александр Сергеевич,Дама с собачкой,1413,1889
Некрасов Виктор Платонович,Белая гвардия,1525,1519
Чехов Антон Павлович,Кому на Руси жить хорошо,1658,1511
Булгаков Михаил Афанасьевич,Судьба человека,1752,1565
Пушкин Александр Сергеевич,Аэлита,1567,1677
Достоевский Фёдор Михайлович,В окопах Сталинграда,1830,868
Некрасов Виктор Платонович,Мастер и Маргарита,1545,1504
Толстой Лев Николаевич,Хождение по мукам,1864,1077
Достоевский Фёдор Михайлович,Собачье сердце,1285,533
Пушкин Александр Сергеевич,Война и мир,1677,594
Некрасов Николай Алексеевич,Дом с мезонином,1578,1052
Толстой Лев Николаевич,Хамелеон,1682,1725
Булгаков Михаил Афанасьевич,Лёгкое дыхание,1114,394
Некрасов Виктор Платонович,Русские женщины,1211,1283
Гоголь Николай Васильевич,Железная дорога,1441,1242
Толстой Лев Николаевич,Собачье сердце,1833,539
Шолохов Михаил Александрович,Тёмные аллеи,1789,72
Булгаков Михаил Афанасьевич,Вишнёвый сад,1100,1263
Тургенев Иван Сергеевич,Железная дорога,1556,756
Толстой Лев Николаевич,Анна Каренина,1182,647
Шолохов Михаил Александрович,Вий,1620,1399
Некрасов Виктор Платонович,Хождение по мукам,1399,220
Булгаков Михаил Афанасьевич,Антоновские яблоки,1151,688
Достоевский Фёдор Михайлович,Судьба человека,1761,1713
Толстой Алексей Николаевич,Евгений Онегин,1780,839
Чехов Антон Павлович,Листопад,1583,1710
Булгаков Михаил Афанасьевич,Детство,1591,247
Некрасов Виктор Платонович,Рядовой Лютиков,2003,454
Тургенев Иван Сергеевич,Преступление и наказание,1687,526
Некрасов Николай Алексеевич,Евгений Онегин,1327,1473
Пушкин Александр Сергеевич,Рядовой Лютиков,1366,238
Булгаков Михаил Афанасьевич,Шинель,1383,891
Толстой Лев Николаевич,Евгений Онегин,1745,1757
Некрасов Николай Алексеевич,Записки охотника,1368,1009
Некрасов Виктор Платонович,Тарас Бульба,2013,985
Шолохов Михаил Александрович,Пётр Первый,1376,1172
Гоголь Николай Васильевич,Хамелеон,1252,1438
Булгаков Михаил Афанасьевич,Аэлита,1626,1114
Шолохов Михаил Александрович,Мастер и Маргарита,1464,329
Гоголь Николай Васильевич,Евгений Онегин,1492,1345
Некрасов Николай Алексеевич,Донские рассказы,1236,1178
Толстой Алексей Николаевич,Евгений Онегин,1655,208
Шолохов Михаил Александрович,Бесы,1724,57
Бунин Иван Алексеевич,Митина любовь,1144,1081
Некрасов Николай Алексеевич,Митина любовь,1861,91
Некрасов Николай Алексеевич,Маленькая печальная повесть,1441,1121
Тургенев Иван Сергеевич,Белая гвардия,1230,1150
Толстой Лев Николаевич,Шинель,1917,1075
Шолохов Михаил Александрович,Крестьянские дети,1447,706
Шолохов Михаил Александрович,Пётр Первый,1732,1723
Бунин Иван Алексеевич,Преступление и наказание,1741,1135
Толстой Алексей Николаевич,Русские женщины,1482,553
Некрасов Николай Алексеевич,Маленькая печальная повесть,1678,171
Булгаков Михаил Афанасьевич,Шинель,1350,74
Толстой Лев Николаевич,Идиот,1282,1971
Тургенев Иван Сергеевич,Анна Каренина,1604,293
Чехов Антон Павлович,Медный всадник,1102,850
Некрасов Виктор Платонович,Шинель,1595,122
Булгаков Михаил Афанасьевич,Тёмные аллеи,1758,1847
Толстой Алексей Николаевич,Ася,1711,1323
Чехов Антон Павлович,Железная дорога,1905,1760
Шолохов Михаил Александрович,Шинель,1372,593
Бунин Иван Алексеевич,Рядовой Лютиков,1562,1712
Толстой Алексей Николаевич,Первая любовь,1211,1172
Некрасов Виктор Платонович,Преступление и наказание,1801,659
Достоевский Фёдор Михайлович,Первая любовь,1979,1854
Булгаков Михаил Афанасьевич,Отцы и дети,1270,1709
Гоголь Николай Васильевич,Собачье сердце,1372,1066
Булгаков Михаил Афанасьевич,Дама с собачкой,1221,1996
Бунин Иван Алексеевич,Бесы,1234,1351
Гоголь Николай Васильевич,Медный всадник,1928,210
Достоевский Фёдор Михайлович,Ася,1946,19
Бунин Иван Алексеевич,Листопад,1856,356
Некрасов Виктор Платонович,Рядовой Лютиков,1695,180
Гоголь Николай Васильевич,Дом с мезонином,1339,1541
Некрасов Виктор Платонович,Мертвые души,1305,253
Пушкин Александр Сергеевич,Первая любовь,1709,146
Толстой Лев Николаевич,Хождение по мукам,1913,62
Пушкин Александр Сергеевич,Бесы,1946,1705
Пушкин Александр Сергеевич,Анна Каренина,1565,611
Пушкин Александр Сергеевич,Морфий,1108,602
Некрасов Виктор Платонович,Мертвые души,1229,660
Булгаков Михаил Афанасьевич,Анна Каренина,1576,1283
Некрасов Виктор Платонович,Митина любовь,1213,605
Шолохов Михаил Александрович,Бесы,1981,1591
Шолохов Михаил Александрович,Бесы,1499,321
Бунин Иван Алексеевич,Вишнёвый сад,1862,475
Бунин Иван Алексеевич,Антоновские яблоки,1145,1195
Бунин Иван Алексеевич,Вий,1369,1309
Бунин Иван Алексеевич,Митина любовь,1529,1353
Шолохов Михаил Александрович,Пётр Первый,1769,917
Бунин Иван Алексеевич,Ася,1737,1413
Шолохов Михаил Александрович,Война и мир,1214,1523
Булгаков Михаил Афанасьевич,Записки охотника,1509,254
Некрасов Виктор Платонович,Белые ночи,1975,753
Некрасов Николай Алексеевич,Маленькая печальная повесть,1114,1626
Некрасов Николай Алексеевич,Русские женщины,1420,1204
Достоевский Фёдор Михайлович,Судьба человека,1460,359
Гоголь Николай Васильевич,Ревизор,1969,1106
Чехов Антон Павлович,Медный всадник,1157,100
Достоевский Фёдор Михайлович,Ревизор,1362,1566
Некрасов Виктор Платонович,Антоновские яблоки,1883,1150
Пушкин Александр Сергеевич,Белая гвардия,2020,1474
Пушкин Александр Сергеевич,Маленькая печальная повесть,1672,960
Толстой Лев Николаевич,Ионыч,1193,1920
Некрасов Виктор Платонович,Медный всадник,1618,1920
Бунин Иван Алексеевич,Медный всадник,1427,717
Толстой Лев Николаевич,Ионыч,1480,1900
Некрасов Николай Алексеевич,Хамелеон,1357,1747
Толстой Алексей Николаевич,Отцы и дети,1611,886
Гоголь Николай Васильевич,Записки охотника,1567,681
Шолохов Михаил Александрович,Ионыч,1508,1035
Некрасов Виктор Платонович,Тихий Дон,1462,330
Толстой Алексей Николаевич,Тёмные аллеи,1709,1639
Бунин Иван Алексеевич,Собачье сердце,1439,10
Тургенев Иван Сергеевич,Детство,1623,646
Толстой Лев Николаевич,Бесы,1889,1581
Тургенев Иван Сергеевич,Донские рассказы,1655,33
Шолохов Михаил Александрович,Анна Каренина,1901,284
Тургенев Иван Сергеевич,Морфий,1884,708
Бунин Иван Алексеевич,Морфий,1534,1033
Толстой Лев Николаевич,Ася,1810,1530
Некрасов Николай Алексеевич,Дама с собачкой,1185,1304
Некрасов Николай Алексеевич,Мастер и Маргарита,1860,315
Толстой Алексей Николаевич,Листопад,1968,1581
Некрасов Виктор Платонович,Шинель,1913,289
Булгаков Михаил Афанасьевич,Медный всадник,1537,1601
Некрасов Николай Алексеевич,Война и мир,1975,1191
Тургенев Иван Сергеевич,Судьба человека,1316,1531
Толстой Алексей Николаевич,Морфий,1995,1338
Чехов Антон Павлович,Хождение по мукам,1278,1023
Тургенев Иван Сергеевич,Белые ночи,1665,1126
Шолохов Михаил Александрович,Дама с собачкой,1473,244
Достоевский Фёдор Михайлович,Лёгкое дыхание,1384,1750
Бунин Иван Алексеевич,Вишнёвый сад,1723,850
Чехов Антон Павлович,Евгений Онегин,1156,1331
Тургенев Иван Сергеевич,Братья Карамазовы,1514,65
Толстой Лев Николаевич,Воскресение,1615,1206
Толстой Лев Николаевич,Дама с собачкой,1907,938
Достоевский Фёдор Михайлович,Вий,1665,1230
Толстой Алексей Николаевич,Донские рассказы,1116,1653
Бунин Иван Алексеевич,Бесы,1299,1220
Пушкин Александр Сергеевич,Тихий Дон,1474,539
Пушкин Александр Сергеевич,Хождение по мукам,1575,296
