ФИО автора,название,год издания,количество страниц
Тургенев Иван Сергеевич,Тёмные аллеи,1342,1888
Тургенев Иван Сергеевич,Маленькая печальная повесть,1929,380
Толстой Алексей Николаевич,Хождение по мукам,1895,1734
Толстой Алексей Николаевич,Записки охотника,1891,932
Булгаков Михаил Афанасьевич,Маленькая печальная повесть,1584,1881
Некрасов Николай Алексеевич,Рядовой Лютиков,1419,1093
Чехов Антон Павлович,Евгений Онегин,1553,395
Достоевский Фёдор Михайлович,Ионыч,1964,1800
Достоевский Фёдор Михайлович,В окопах Сталинграда,1153,980
Булгаков Михаил Афанасьевич,Листопад,1993,473
Гоголь Николай Васильевич,Ревизор,1367,1327
Некрасов Николай Алексеевич,Дама с собачкой,1874,278
Некрасов Николай Алексеевич,Тихий Дон,1440,430
Бунин Иван Алексеевич,Хождение по мукам,1626,1693
Пушкин Александр Сергеевич,Братья Карамазовы,1437,1591
Пушкин Александр Сергеевич,Русские женщины,1803,1129
Некрасов Виктор Платонович,Тарас Бульба,1127,700
Некрасов Николай Алексеевич,Преступление и наказание,1777,1096
Некрасов Виктор Платонович,Преступление и наказание,1386,1368
Булгаков Михаил Афанасьевич,Морфий,1403,447
Пушкин Александр Сергеевич,Братья Карамазовы,1571,1192
Достоевский Фёдор Михайлович,Ася,1948,1039
Толстой Алексей Николаевич,Маленькая печальная повесть,1839,72
Толстой Лев Николаевич,Первая любовь,1671,1320
Тургенев Иван Сергеевич,Донские рассказы,1664,1050
Некрасов Виктор Платонович,Ася,1523,1399
Булгаков Михаил Афанасьевич,Аэлита,2025,1788
Булгаков Михаил Афанасьевич,Медный всадник,1423,853
Толстой Алексей Николаевич,Записки охотника,1588,739
Толстой Алексей Николаевич,Рядовой Лютиков,1985,1248
Чехов Антон Павлович,Первая любовь,1940,23
Пушкин Александр Сергеевич,Братья Карамазовы,1824,1714
Достоевский Фёдор Михайлович,Аэлита,1273,542
Некрасов Виктор Платонович,Морфий,1436,1557
Бунин Иван Алексеевич,Судьба человека,1455,320
Шолохов Михаил Александрович,Анна Каренина,1869,771
Некрасов Николай Алексеевич,Ионыч,1294,641
Булгаков Михаил Афанасьевич,Мастер и Маргарита,1361,1381
Тургенев Иван Сергеевич,Аэлита,2012,505
Булгаков Михаил Афанасьевич,Антоновские яблоки,1819,1574
Некрасов Николай Алексеевич,Собачье сердце,1764,591
Некрасов Николай Алексеевич,Лёгкое дыхание,1984,1304
Пушкин Александр Сергеевич,Вишнёвый сад,1366,1624
Толстой Алексей Николаевич,Бесы,1653,653
Достоевский Фёдор Михайлович,Вий,1700,719
Булгаков Михаил Афанасьевич,Хождение по мукам,1868,219
Достоевский Фёдор Михайлович,Морфий,1498,136
Шолохов Михаил Александрович,Судьба человека,1104,1437
Толстой Алексей Николаевич,Собачье сердце,1178,1182
Булгаков Михаил Афанасьевич,Морфий,1557,1966
Булгаков Михаил Афанасьевич,Морфий,1152,1278
Тургенев Иван Сергеевич,Тарас Бульба,1144,602
Некрасов Виктор Платонович,В окопах Сталинграда,2015,84
Бунин Иван Алексеевич,Первая любовь,1482,77
Толстой Лев Николаевич,Собачье сердце,1905,755
Чехов Антон Павлович,Маленькая печальная повесть,1865,1945
Гоголь Николай Васильевич,Воскресение,1664,1208
Толстой Алексей Николаевич,Ионыч,1133,1692
Достоевский Фёдор Михайлович,Тёмные аллеи,1957,1432
Бунин Иван Алексеевич,Записки охотника,1564,1537
Тургенев Иван Сергеевич,Русские женщины,1194,515
Толстой Алексей Николаевич,Кому на Руси жить хорошо,1331,569
Шолохов Михаил Александрович,Ася,1843,1129
Толстой Лев Николаевич,Тарас Бульба,1404,598
Толстой Алексей Николаевич,Анна Каренина,1294,1171
Толстой Алексей Николаевич,Воскресение,1701,439
Чехов Антон Павлович,Война и мир,1631,1151
Гоголь Николай Васильевич,Ревизор,1764,1154
Тургенев Иван Сергеевич,Записки охотника,1506,1369
Тургенев Иван Сергеевич,Бесы,1507,1443
Пушкин Александр Сергеевич,Идиот,1873,215
Достоевский Фёдор Михайлович,Хамелеон,1150,1160
Гоголь Николай Васильевич,Шинель,1358,1066
Пушкин Александр Сергеевич,Тарас Бульба,1987,1372
Бунин Иван Алексеевич,Аэлита,1933,41
Толстой Алексей Николаевич,Хождение по мукам,1961,1859
Пушкин Александр Сергеевич,Дама с собачкой,1972,1330
Толстой Лев Николаевич,Лёгкое дыхание,1998,263
Пушкин Александр Сергеевич,Мертвые души,1425,1420
Толстой Лев Николаевич,Рядовой Лютиков,1127,1281
Толстой Лев Николаевич,Вишнёвый сад,1312,1453
Чехов Антон Павлович,Хамелеон,1522,97
Булгаков Михаил Афанасьевич,Вишнёвый сад,1491,1491
Гоголь Николай Васильевич,Русские женщины,1166,779
Чехов Антон Павлович,Ревизор,1613,209
Булгаков Михаил Афанасьевич,Отцы и дети,1369,1050
Бунин Иван Алексеевич,Шинель,1241,178
Достоевский Фёдор Михайлович,Отцы и дети,1558,466
Чехов Антон Павлович,Морфий,1558,458
Толстой Лев Николаевич,Анна Каренина,1609,613
Пушкин Александр Сергеевич,Кому на Руси жить хорошо,1103,1739
Тургенев Иван Сергеевич,Война и мир,1392,26
Некрасов Виктор Платонович,Преступление и наказание,1527,432
Некрасов Николай Алексеевич,Аэлита,1579,181
Некрасов Николай Алексеевич,Морфий,1828,1277
Булгаков Михаил Афанасьевич,Первая любовь,1304,1989
Булгаков Михаил Афанасьевич,Аэлита,1663,1158
Шолохов Михаил Александрович,Детство,1443,974
Некрасов Николай Алексеевич,Братья Карамазовы,1925,658
Пушкин Александр Сергеевич,Воскресение,1781,1399
Булгаков Михаил Афанасьевич,Кому на Руси жить хорошо,1826,1088
Тургенев Иван Сергеевич,Крестьянские дети,1438,746
Булгаков Михаил Афанасьевич,Антоновские яблоки,1473,1162
Некрасов Виктор Платонович,Крестьянские дети,1440,598
Некрасов Николай Алексеевич,Донские рассказы,1523,622
Гоголь Николай Васильевич,Анна Каренина,1402,563
Тургенев Иван Сергеевич,Судьба человека,1134,232
Некрасов Виктор Платонович,Рядовой Лютиков,1275,1859
Бунин Иван Алексеевич,Отцы и дети,1518,1105
Пушкин Александр Сергеевич,Война и мир,1241,1448
Некрасов Николай Алексеевич,Лёгкое дыхание,1743,74
Тургенев Иван Сергеевич,Рядовой Лютиков,1926,412
Шолохов Михаил Александрович,Митина любовь,1281,1659
Некрасов Николай Алексеевич,Тарас Бульба,1814,1405
Толстой Алексей Николаевич,Записки охотника,1677,1816
Тургенев Иван Сергеевич,В окопах Сталинграда,1396,1321
Булгаков Михаил Афанасьевич,Хамелеон,1798,1956
Булгаков Михаил Афанасьевич,Крестьянские дети,1758,655
Пушкин Александр Сергеевич,Лёгкое дыхание,1181,891
Толстой Алексей Николаевич,Первая любовь,1390,341
Толстой Алексей Николаевич,Пётр Первый,1572,839
Булгаков Михаил Афанасьевич,Хождение по мукам,1674,585
Тургенев Иван Сергеевич,Анна Каренина,1650,388
Чехов Антон Павлович,Белые ночи,1354,1073
Толстой Лев Николаевич,Воскресение,1217,173
Некрасов Виктор Платонович,Тихий Дон,1965,478
Булгаков Михаил Афанасьевич,Митина любовь,1534,1717
Толстой Лев Николаевич,Идиот,1400,1033
Тургенев Иван Сергеевич,Шинель,2005,1285
Гоголь Николай Васильевич,Ася,1600,1980
Булгаков Михаил Афанасьевич,Дама с собачкой,1926,498
Тургенев Иван Сергеевич,Тёмные аллеи,1235,1094
Достоевский Фёдор Михайлович,Преступление и наказание,1233,1237
Гоголь Николай Васильевич,Преступление и наказание,1428,1857
Тургенев Иван Сергеевич,Первая любовь,1641,743
Гоголь Николай Васильевич,Записки охотника,1433,52
Булгаков Михаил Афанасьевич,Дама с собачкой,1668,985
Шолохов Михаил Александрович,Антоновские яблоки,1220,576
Толстой Лев Николаевич,Кому на Руси жить хорошо,1303,1062
Пушкин Александр Сергеевич,Воскресение,1202,1841
Пушкин Александр Сергеевич,Евгений Онегин,1815,1876
Некрасов Виктор Платонович,Преступление и наказание,1446,1732
Чехов Антон Павлович,Ася,1321,1180
Некрасов Виктор Платонович,Белая гвардия,1854,1613
Толстой Лев Николаевич,Медный всадник,1282,41
Тургенев Иван Сергеевич,Мертвые души,1671,1122
Булгаков Михаил Афанасьевич,Рядовой Лютиков,1520,209
Бунин Иван Алексеевич,Анна Каренина,1110,1280
Пушкин Александр Сергеевич,Преступление и наказание,1766,26
Шолохов Михаил Александрович,Детство,1769,1980
Шолохов Михаил Александрович,Хождение по мукам,1720,924
Пушкин Александр Сергеевич,Железная дорога,1738,1048
Шолохов Михаил Александрович,Морфий,1966,1897
Толстой Алексей Николаевич,Шинель,1387,427
Толстой Лев Николаевич,Анна Каренина,1321,707
Чехов Антон Павлович,Бесы,1770,28
Булгаков Михаил Афанасьевич,Хождение по мукам,1959,576
Тургенев Иван Сергеевич,Дом с мезонином,1749,1675
Чехов Антон Павлович,Преступление и наказание,1454,766
Тургенев Иван Сергеевич,Мастер и Маргарита,1720,1717
Некрасов Николай Алексеевич,Тарас Бульба,1499,701
Бунин Иван Алексеевич,Тарас Бульба,1214,430
Некрасов Виктор Платонович,Кому на Руси жить хорошо,1860,291
Пушкин Александр Сергеевич,Донские рассказы,1638,1928
Некрасов Виктор Платонович,Детство,1691,1951
Булгаков Михаил Афанасьевич,Пётр Первый,1526,1174
Гоголь Николай Васильевич,Первая любовь,1236,886
Некрасов Виктор Платонович,Аэлита,1375,989
Пушкин Александр Сергеевич,Маленькая печальная повесть,1824,1193
Пушкин Александр Сергеевич,Маленькая печальная повесть,1269,898
Достоевский Фёдор Михайлович,Судьба человека,1581,1591
Некрасов Николай Алексеевич,Шинель,1814,1288
Шолохов Михаил Александрович,Первая любовь,1364,370
Гоголь Николай Васильевич,Лёгкое дыхание,1525,1780
Достоевский Фёдор Михайлович,Ревизор,1158,733
Гоголь Николай Васильевич,Крестьянские дети,1164,1542
Толстой Лев Николаевич,Воскресение,1736,1650
Тургенев Иван Сергеевич,Хождение по мукам,1576,758
Шолохов Михаил Александрович,Белые ночи,1508,369
Некрасов Виктор Платонович,Пётр Первый,1655,1424
Достоевский Фёдор Михайлович,Анна Каренина,1220,1819
Толстой Лев Николаевич,Белые ночи,1264,387
Тургенев Иван Сергеевич,Хамелеон,1606,1887
Чехов Антон Павлович,Ионыч,1705,533
Пушкин Александр Сергеевич,Преступление и наказание,1223,91
Некрасов Николай Алексеевич,Отцы и дети,1648,55
Некрасов Виктор Платонович,Железная дорога,1905,1201
Бунин Иван Алексеевич,Листопад,1398,251
Достоевский Фёдор Михайлович,Медный всадник,1976,1387
Пушкин Александр Сергеевич,Вий,1261,752
Толстой Алексей Николаевич,Медный всадник,1549,522
Бунин Иван Алексеевич,Первая любовь,1900,67
Пушкин Александр Сергеевич,Белые ночи,1855,153
Пушкин Александр Сергеевич,Отцы и дети,1383,1043
Гоголь Николай Васильевич,Детство,1861,1349
Гоголь Николай Васильевич,Рядовой Лютиков,1800,1920
Тургенев Иван Сергеевич,Детство,1290,1122
Бунин Иван Алексеевич,Война и мир,1265,640
Гоголь Николай Васильевич,Ревизор,1692,1368
Некрасов Виктор Платонович,Преступление и наказание,1234,1124
Толстой Алексей Николаевич,Записки охотника,1526,1460
Некрасов Виктор Платонович,Вий,1959,650
Толстой Лев Николаевич,Тарас Бульба,1949,77
Некрасов Николай Алексеевич,Тихий Дон,1546,1789
Булгаков Михаил Афанасьевич,Тарас Бульба,1599,1122
Достоевский Фёдор Михайлович,Тарас Бульба,1241,1309
Пушкин Александр Сергеевич,Маленькая печальная повесть,1133,364
Достоевский Фёдор Михайлович,Митина любовь,1483,118
Чехов Антон Павлович,Белая гвардия,1557,226
Шолохов Михаил Александрович,Мертвые души,1527,189
Некрасов Николай Алексеевич,Анна Каренина,1355,1246
Шолохов Михаил Александрович,Антоновские яблоки,1298,1608
Некрасов Виктор Платонович,Морфий,1877,981
Толстой Лев Николаевич,Братья Карамазовы,1187,916
Некрасов Виктор Платонович,Тихий Дон,1671,910
Тургенев Иван Сергеевич,Мертвые души,1812,1205
Толстой Лев Николаевич,Крестьянские дети,1313,1596
Бунин Иван Алексеевич,Русские женщины,1534,1646
Некрасов Николай Алексеевич,Дом с мезонином,1220,1572
Чехов Антон Павлович,В окопах Сталинграда,1953,1579
Достоевский Фёдор Михайлович,Судьба человека,1861,435
Толстой Алексей Николаевич,Медный всадник,1858,121
Толстой Лев Николаевич,Первая любовь,1868,1312
Некрасов Николай Алексеевич,Первая любовь,1706,1027
Бунин Иван Алексеевич,Братья Карамазовы,1371,1216
Шолохов Михаил Александрович,Судьба человека,1610,949
Некрасов Виктор Платонович,Медный всадник,1813,1657
Булгаков Михаил Афанасьевич,Шинель,1847,1962
Бунин Иван Алексеевич,Хамелеон,1298,1073
Бунин Иван Алексеевич,Воскресение,1383,1970
Толстой Лев Николаевич,Донские рассказы,1849,101
Некрасов Николай Алексеевич,Медный всадник,1149,548
Толстой Лев Николаевич,Судьба человека,1166,1715
Некрасов Николай Алексеевич,Рядовой Лютиков,1405,413
Толстой Лев Николаевич,Тарас Бульба,1134,1675
Достоевский Фёдор Михайлович,Листопад,1927,15
Булгаков Михаил Афанасьевич,Детство,1296,907
Пушкин Александр Сергеевич,Вий,1193,1283
Бунин Иван Алексеевич,Война и мир,1732,776
Гоголь Николай Васильевич,Мастер и Маргарита,1446,1139
Шолохов Михаил Александрович,Митина любовь,1803,1088
Бунин Иван Алексеевич,Ревизор,1336,1251
Некрасов Виктор Платонович,Маленькая печальная повесть,1968,1714
Толстой Алексей Николаевич,Евгений Онегин,1670,1331
Бунин Иван Алексеевич,Крестьянские дети,1153,1851
Пушкин Александр Сергеевич,Записки охотника,1942,69
Некрасов Николай Алексеевич,Вишнёвый сад,1663,157
Достоевский Фёдор Михайлович,Воскресение,1902,1253
Бунин Иван Алексеевич,Евгений Онегин,1742,254
Тургенев Иван Сергеевич,Крестьянские дети,1759,1126
Бунин Иван Алексеевич,Ася,1605,1258
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1236,1363
Чехов Антон Павлович,Донские рассказы,1732,137
Некрасов Виктор Платонович,Дама с собачкой,1154,1857
Тургенев Иван Сергеевич,Медный всадник,1379,937
Достоевский Фёдор Михайлович,Первая любовь,1933,1746
Бунин Иван Алексеевич,Идиот,1828,1354
Шолохов Михаил Александрович,Мастер и Маргарита,1809,1409
Тургенев Иван Сергеевич,Листопад,1883,975
Чехов Антон Павлович,Железная дорога,1358,558
Некрасов Николай Алексеевич,Морфий,1936,105
Толстой Лев Николаевич,Аэлита,1587,1894
Булгаков Михаил Афанасьевич,Ионыч,1899,1269
Некрасов Николай Алексеевич,Железная дорога,1986,452
Достоевский Фёдор Михайлович,Железная дорога,1243,1390
Некрасов Виктор Платонович,Медный всадник,1448,507
Чехов Антон Павлович,Аэлита,1240,242
Гоголь Николай Васильевич,Судьба человека,1139,1805
Толстой Лев Николаевич,Отцы и дети,1167,1911
Достоевский Фёдор Михайлович,Ионыч,1136,31
Булгаков Михаил Афанасьевич,Шинель,1884,607
Толстой Лев Николаевич,Ионыч,1764,660
Шолохов Михаил Александрович,Митина любовь,1715,105
Гоголь Николай Васильевич,Первая любовь,1548,1920
Достоевский Фёдор Михайлович,Тарас Бульба,1920,1440
Бунин Иван Алексеевич,Ася,2012,498
Некрасов Виктор Платонович,Вишнёвый сад,1897,946
Бунин Иван Алексеевич,Тихий Дон,1291,801
Некрасов Виктор Платонович,Хамелеон,1983,1102
Гоголь Николай Васильевич,Митина любовь,1339,118
Пушкин Александр Сергеевич,Детство,1177,167
Шолохов Михаил Александрович,Отцы и дети,1261,152
Достоевский Фёдор Михайлович,В окопах Сталинграда,2018,969
Толстой Лев Николаевич,Тёмные аллеи,1398,1041
Шолохов Михаил Александрович,Аэлита,1825,1859
Пушкин Александр Сергеевич,Тёмные аллеи,1957,1273
Чехов Антон Павлович,Вий,1569,1767
Тургенев Иван Сергеевич,Записки охотника,1548,1828
Толстой Алексей Николаевич,Евгений Онегин,1720,688
Некрасов Николай Алексеевич,Тарас Бульба,1875,119
Гоголь Николай Васильевич,Анна Каренина,1723,498
Гоголь Николай Васильевич,Русские женщины,1946,701
Гоголь Николай Васильевич,Антоновские яблоки,1640,1302
Некрасов Николай Алексеевич,Ася,1579,476
Толстой Лев Николаевич,Ася,1210,310
Булгаков Михаил Афанасьевич,Мертвые души,1960,1445
Тургенев Иван Сергеевич,Дама с собачкой,1302,1595
Тургенев Иван Сергеевич,Железная дорога,1869,1721
Достоевский Фёдор Михайлович,Преступление и наказание,1475,836
Толстой Лев Николаевич,Бесы,1278,1591
Шолохов Михаил Александрович,Крестьянские дети,2007,1700
Булгаков Михаил Афанасьевич,Железная дорога,1808,1192
Пушкин Александр Сергеевич,Белая гвардия,2009,1463
Толстой Алексей Николаевич,Мертвые души,1326,1590
Тургенев Иван Сергеевич,Мастер и Маргарита,1720,144
Чехов Антон Павлович,Вий,1683,1696
Булгаков Михаил Афанасьевич,Рядовой Лютиков,1920,1824
Тургенев Иван Сергеевич,Тихий Дон,1160,170
Некрасов Николай Алексеевич,Антоновские яблоки,1615,1402
Гоголь Николай Васильевич,Судьба человека,1593,1696
Некрасов Виктор Платонович,Кому на Руси жить хорошо,1624,1257
Булгаков Михаил Афанасьевич,Железная дорога,1431,1238
Тургенев Иван Сергеевич,Воскресение,1333,691
Шолохов Михаил Александрович,В окопах Сталинграда,1904,126
Чехов Антон Павлович,Собачье сердце,1777,994
Пушкин Александр Сергеевич,Преступление и наказание,1530,222
Бунин Иван Алексеевич,Рядовой Лютиков,1809,656
Гоголь Николай Васильевич,Хождение по мукам,1943,1813
Пушкин Александр Сергеевич,Анна Каренина,1817,440
Булгаков Михаил Афанасьевич,Судьба человека,1811,605
Толстой Лев Николаевич,Тарас Бульба,1658,483
Бунин Иван Алексеевич,Рядовой Лютиков,1980,1327
Тургенев Иван Сергеевич,Ревизор,1504,933
Шолохов Михаил Александрович,Ревизор,1467,1662
Чехов Антон Павлович,Антоновские яблоки,1261,1012
Толстой Лев Николаевич,Тихий Дон,1549,225
Гоголь Николай Васильевич,Морфий,1422,1254
Шолохов Михаил Александрович,Братья Карамазовы,1965,844
Толстой Лев Николаевич,Записки охотника,1307,528
Чехов Антон Павлович,Вишнёвый сад,1956,506
Толстой Алексей Николаевич,Записки охотника,1760,754
Чехов Антон Павлович,Вий,1801,1962
Булгаков Михаил Афанасьевич,Идиот,1529,606
Некрасов Виктор Платонович,Тарас Бульба,1205,1587
Некрасов Николай Алексеевич,Железная дорога,1864,771
Некрасов Николай Алексеевич,Хождение по мукам,1820,1044
Бунин Иван Алексеевич,Аэлита,1667,698
Чехов Антон Павлович,Донские рассказы,1800,1933
Некрасов Николай Алексеевич,Война и мир,1553,633
Бунин Иван Алексеевич,Пётр Первый,1105,53
Толстой Лев Николаевич,Рядовой Лютиков,1142,1811
Гоголь Николай Васильевич,Пётр Первый,1602,711
Некрасов Виктор Платонович,Собачье сердце,1517,187
Бунин Иван Алексеевич,Донские рассказы,1758,57
Гоголь Николай Васильевич,Донские рассказы,1484,1993
Толстой Алексей Николаевич,Медный всадник,1167,1880
Некрасов Николай Алексеевич,Ася,1742,655
Некрасов Николай Алексеевич,Тёмные аллеи,1848,1966
Шолохов Михаил Александрович,Воскресение,1916,686
Пушкин Александр Сергеевич,Ася,1286,359
Толстой Лев Николаевич,Медный всадник,1413,1860
Бунин Иван Алексеевич,Лёгкое дыхание,1744,1779
Бунин Иван Алексеевич,Записки охотника,1601,1582
Бунин Иван Алексеевич,Идиот,1817,947
Некрасов Виктор Платонович,Дама с собачкой,1407,620
Некрасов Николай Алексеевич,Тарас Бульба,1403,539
Пушкин Александр Сергеевич,Судьба человека,1424,12
Достоевский Фёдор Михайлович,Бесы,1965,1496
Толстой Алексей Николаевич,Вишнёвый сад,1447,1579
Некрасов Николай Алексеевич,Донские рассказы,1905,656
Некрасов Виктор Платонович,Митина любовь,1783,1139
Гоголь Николай Васильевич,Листопад,1338,1081
Некрасов Николай Алексеевич,Листопад,1586,1964
Гоголь Николай Васильевич,Маленькая печальная повесть,1135,736
Булгаков Михаил Афанасьевич,Морфий,1248,879
Некрасов Виктор Платонович,Донские рассказы,1942,1044
Пушкин Александр Сергеевич,Детство,1470,752
Тургенев Иван Сергеевич,В окопах Сталинграда,2002,759
Гоголь Николай Васильевич,Аэлита,1112,874
Пушкин Александр Сергеевич,Мертвые души,1918,1150
Шолохов Михаил Александрович,Первая любовь,1628,504
Толстой Лев Николаевич,Тихий Дон,1179,343
Шолохов Михаил Александрович,В окопах Сталинграда,1249,1852
Чехов Антон Павлович,Хамелеон,1795,792
Достоевский Фёдор Михайлович,Шинель,1370,15
Шолохов Михаил Александрович,Анна Каренина,1941,77
Тургенев Иван Сергеевич,Маленькая печальная повесть,1604,1184
Толстой Лев Николаевич,Ионыч,1533,1230
Некрасов Николай Алексеевич,Братья Карамазовы,1550,735
Тургенев Иван Сергеевич,Кому на Руси жить хорошо,1582,499
Некрасов Николай Алексеевич,Белая гвардия,1560,1506
Достоевский Фёдор Михайлович,Пётр Первый,2015,988
Некрасов Виктор Платонович,Лёгкое дыхание,1819,1898
Чехов Антон Павлович,Морфий,1168,859
Пушкин Александр Сергеевич,Записки охотника,1148,97
Толстой Алексей Николаевич,Дом с мезонином,1102,1221
Толстой Алексей Николаевич,Дама с собачкой,1292,108
Чехов Антон Павлович,Анна Каренина,1868,1252
Некрасов Николай Алексеевич,Бесы,1969,1137
Пушкин Александр Сергеевич,Железная дорога,1561,1938
Гоголь Николай Васильевич,Анна Каренина,1447,1802
Некрасов Виктор Платонович,Тихий Дон,1959,554
Толстой Лев Николаевич,Тарас Бульба,1311,501
Гоголь Николай Васильевич,Мертвые души,1495,1156
Булгаков Михаил Афанасьевич,Ионыч,1340,1047
Чехов Антон Павлович,Белая гвардия,1699,17
Пушкин Александр Сергеевич,Первая любовь,1399,848
Шолохов Михаил Александрович,Аэлита,1605,576
Пушкин Александр Сергеевич,Митина любовь,1219,268
Гоголь Николай Васильевич,Железная дорога,1547,876
Булгаков Михаил Афанасьевич,Война и мир,1744,1379
Шолохов Михаил Александрович,Первая любовь,1902,383
Некрасов Николай Алексеевич,Дама с собачкой,1446,1917
Достоевский Фёдор Михайлович,Вий,1443,1805
Чехов Антон Павлович,Крестьянские дети,1772,490
Бунин Иван Алексеевич,Рядовой Лютиков,1176,1484
Бунин Иван Алексеевич,Вий,1397,928
Чехов Антон Павлович,Тихий Дон,1376,671
Тургенев Иван Сергеевич,Митина любовь,2007,1172
Некрасов Николай Алексеевич,Братья Карамазовы,1337,1278
Булгаков Михаил Афанасьевич,Антоновские яблоки,1874,1198
Достоевский Фёдор Михайлович,Ионыч,1744,46
Некрасов Николай Алексеевич,Шинель,1690,183
Некрасов Виктор Платонович,Евгений Онегин,1657,120
Тургенев Иван Сергеевич,Морфий,1595,952
Чехов Антон Павлович,Судьба человека,1307,251
Толстой Лев Николаевич,Аэлита,1801,156
Некрасов Николай Алексеевич,Митина любовь,1979,640
Чехов Антон Павлович,Белые ночи,1975,625
Некрасов Виктор Платонович,Вий,1138,222
Достоевский Фёдор Михайлович,Первая любовь,1808,1869
Толстой Алексей Николаевич,Медный всадник,1523,578
Толстой Лев Николаевич,Морфий,1736,304
Булгаков Михаил Афанасьевич,Хамелеон,1402,29
Шолохов Михаил Александрович,Митина любовь,1264,1222
Чехов Антон Павлович,Анна Каренина,1877,609
Гоголь Николай Васильевич,Тарас Бульба,2016,1268
Тургенев Иван Сергеевич,Ревизор,1579,529
Некрасов Виктор Платонович,Медный всадник,1101,12
Толстой Лев Николаевич,Митина любовь,1903,33
Чехов Антон Павлович,Идиот,1611,1934
Чехов Антон Павлович,Морфий,1678,14
Тургенев Иван Сергеевич,Лёгкое дыхание,1919,1081
Достоевский Фёдор Михайлович,Шинель,1660,776
Пушкин Александр Сергеевич,Белая гвардия,1942,1187
Гоголь Николай Васильевич,Русские женщины,1735,1974
Чехов Антон Павлович,Тёмные аллеи,1950,743
Бунин Иван Алексеевич,Мертвые души,1207,212
Бунин Иван Алексеевич,Тихий Дон,1639,389
Гоголь Николай Васильевич,Железная дорога,1386,1927
Толстой Лев Николаевич,Листопад,1257,1688
Булгаков Михаил Афанасьевич,Донские рассказы,1631,420
Достоевский Фёдор Михайлович,Аэлита,1781,1463
Гоголь Николай Васильевич,Вий,1527,1808
Бунин Иван Алексеевич,Собачье сердце,1185,1820
Пушкин Александр Сергеевич,Кому на Руси жить хорошо,1255,207
Некрасов Николай Алексеевич,Воскресение,1750,1799
Толстой Лев Николаевич,Ревизор,1765,1119
Чехов Антон Павлович,Железная дорога,1796,963
Толстой Лев Николаевич,Отцы и дети,1699,729
Чехов Антон Павлович,Мастер и Маргарита,1684,1313
Тургенев Иван Сергеевич,Тихий Дон,1399,1457
Чехов Антон Павлович,Тёмные аллеи,1865,1576
Пушкин Александр Сергеевич,Мертвые души,1342,1297
Достоевский Фёдор Михайлович,Белая гвардия,1492,1745
Булгаков Михаил Афанасьевич,Медный всадник,1817,874
Толстой Алексей Николаевич,Мастер и Маргарита,1151,1172
Достоевский Фёдор Михайлович,Бесы,1345,518
Толстой Лев Николаевич,Мастер и Маргарита,1435,1607
Толстой Лев Николаевич,Ревизор,1134,649
Некрасов Виктор Платонович,Листопад,1811,1203
Шолохов Михаил Александрович,Шинель,1124,1340
Тургенев Иван Сергеевич,Судьба человека,1748,1067
Достоевский Фёдор Михайлович,Рядовой Лютиков,1263,313
Чехов Антон Павлович,Кому на Руси жить хорошо,1635,173
Некрасов Николай Алексеевич,Крестьянские дети,1614,792
Шолохов Михаил Александрович,Мертвые души,1735,1630
Тургенев Иван Сергеевич,Ася,1501,1754
Гоголь Николай Васильевич,Детство,1399,1171
Некрасов Николай Алексеевич,Вий,1735,1955
Тургенев Иван Сергеевич,Отцы и дети,1281,273
Бунин Иван Алексеевич,Судьба человека,1558,1196
Пушкин Александр Сергеевич,Лёгкое дыхание,1242,692
Толстой Лев Николаевич,Дом с мезонином,1597,796
Гоголь Николай Васильевич,Мертвые души,1813,371
Толстой Лев Николаевич,Русские женщины,1989,1459
Тургенев Иван Сергеевич,Шинель,1490,1272
Толстой Лев Николаевич,Ася,1783,1097
Некрасов Николай Алексеевич,Анна Каренина,1314,1927
Бунин Иван Алексеевич,Вий,1946,1328
Достоевский Фёдор Михайлович,Судьба человека,1286,1823
Гоголь Николай Васильевич,В окопах Сталинграда,1876,859
Пушкин Александр Сергеевич,Идиот,1614,223
Толстой Лев Николаевич,В окопах Сталинграда,1105,1827
Гоголь Николай Васильевич,Ревизор,1204,1104
Толстой Алексей Николаевич,Маленькая печальная повесть,1905,486
Некрасов Виктор Платонович,Крестьянские дети,1963,1596
Бунин Иван Алексеевич,Лёгкое дыхание,1620,793
Булгаков Михаил Афанасьевич,Записки охотника,1662,552
Бунин Иван Алексеевич,Идиот,1815,455
Некрасов Виктор Платонович,Судьба человека,1322,664
Достоевский Фёдор Михайлович,Пётр Первый,1359,1196
Чехов Антон Павлович,Мертвые души,1288,1936
Некрасов Виктор Платонович,Пётр Первый,1609,1608
Некрасов Виктор Платонович,Дом с мезонином,1584,260
Некрасов Николай Алексеевич,Шинель,1601,1439
Толстой Лев Николаевич,Преступление и наказание,1985,1413
Достоевский Фёдор Михайлович,Русские женщины,1718,1657
Пушкин Александр Сергеевич,Вий,1581,551
Достоевский Фёдор Михайлович,Анна Каренина,1189,1437
Достоевский Фёдор Михайлович,Судьба человека,1626,625
Толстой Лев Николаевич,Ионыч,1161,660
Толстой Лев Николаевич,Дама с собачкой,1383,1804
Некрасов Николай Алексеевич,Евгений Онегин,1621,1799
Шолохов Михаил Александрович,Маленькая печальная повесть,1561,124
Чехов Антон Павлович,Железная дорога,1674,719
