author,title,year,pages
Блок Александр Александрович,Хамелеон,1927,1098
Достоевский Фёдор Михайлович,В окопах Сталинграда,1881,984
Замятин Евгений Иванович,Братья Карамазовы,1920,1109
Блок Александр Александрович,Вишнёвый сад,2017,1375
Горький Максим,Анна Каренина,1984,687
Пастернак Борис Леонидович,Первая любовь,1986,306
Салтыков-Щедрин Михаил Евграфович,Бесы,1925,759
Булгаков Михаил Афанасьевич,Преступление и наказание,1934,158
Лермонтов Михаил Юрьевич,Лёгкое дыхание,1861,1038
Чернышевский Николай Гаврилович,Медный всадник,1902,360
Бунин Иван Алексеевич,Преступление и наказание,1813,292
Пушкин Александр Сергеевич,Тарас Бульба,1844,555
Горький Максим,Ревизор,1868,1045
Чехов Антон Павлович,Отцы и дети,1893,755
Пушкин Александр Сергеевич,Хождение по мукам,1814,1424
Грибоедов Александр Сергеевич,Аэлита,1906,354
Грин Александр Степанович,Листопад,1892,220
Некрасов Виктор Платонович,Рядовой Лютиков,1952,876
Пушкин Александр Сергеевич,Ася,1883,703
Беляев Александр Романович,Братья Карамазовы,1904,566
Ильф Илья Арнольдович,Вишнёвый сад,1878,469
Ахматова Анна Андреевна,Морфий,1970,1156
Есенин Сергей Александрович,Медный всадник,1999,177
Толстой Лев Николаевич,Кому на Руси жить хорошо,1973,1452
Шолохов Михаил Александрович,Дама с собачкой,1925,865
Лесков Николай Семёнович,Железная дорога,1857,310
Салтыков-Щедрин Михаил Евграфович,Морфий,1872,1355
Некрасов Виктор Платонович,Рядовой Лютиков,2020,378
Тургенев Иван Сергеевич,Лёгкое дыхание,1949,613
Некрасов Виктор Платонович,Война и мир,1819,678
Стругацкий Аркадий Натанович,Хамелеон,1800,1341
Цветаева Марина Ивановна,Крестьянские дети,1819,1009
Платонов Андрей Платонович,Рядовой Лютиков,2023,931
Куприн Александр Иванович,Русские женщины,1923,407
Тургенев Иван Сергеевич,Вий,1964,648
Бунин Иван Алексеевич,Аэлита,1936,654
Куприн Александр Иванович,Железная дорога,1850,174
Толстой Алексей Николаевич,Воскресение,1831,914
Толстой Лев Николаевич,Первая любовь,1912,281
Толстой Лев Николаевич,Рядовой Лютиков,1884,1044
Маяковский Владимир Владимирович,Кому на Руси жить хорошо,1828,1179
Пушкин Александр Сергеевич,В окопах Сталинграда,1905,1264
Набоков Владимир Владимирович,Антоновские яблоки,1962,355
Ахматова Анна Андреевна,Пётр Первый,1950,436
Тургенев Иван Сергеевич,Белые ночи,1844,345
Маяковский Владимир Владимирович,Вишнёвый сад,1891,1277
Чернышевский Николай Гаврилович,Ионыч,1831,626
Куприн Александр Иванович,Антоновские яблоки,1966,214
Толстой Алексей Николаевич,Антоновские яблоки,2001,641
Есенин Сергей Александрович,Отцы и дети,1901,981
Шолохов Михаил Александрович,Донские рассказы,1941,1274
Толстой Лев Николаевич,Мастер и Маргарита,2003,761
Гоголь Николай Васильевич,Русские женщины,1908,223
Гоголь Николай Васильевич,Морфий,1885,1155
Пастернак Борис Леонидович,Дом с мезонином,1993,360
Толстой Алексей Николаевич,Вишнёвый сад,1836,569
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1804,625
Толстой Алексей Николаевич,Белые ночи,1858,267
Пушкин Александр Сергеевич,Русские женщины,1857,1082
Мандельштам Осип Эмильевич,Ася,2023,578
Лесков Николай Семёнович,Аэлита,1963,1394
Замятин Евгений Иванович,Белые ночи,1830,1469
Пушкин Александр Сергеевич,Отцы и дети,1975,1269
Пушкин Александр Сергеевич,Евгений Онегин,1810,96
Шолохов Михаил Александрович,Евгений Онегин,1976,1248
Грибоедов Александр Сергеевич,Белая гвардия,1934,1057
Гоголь Николай Васильевич,Судьба человека,1930,1487
Замятин Евгений Иванович,Записки охотника,1919,969
Платонов Андрей Платонович,Маленькая печальная повесть,1927,565
Бродский Иосиф Александрович,Первая любовь,1877,1436
Толстой Лев Николаевич,Ася,1964,1161
Грибоедов Александр Сергеевич,Листопад,1888,602
Чернышевский Николай Гаврилович,Хождение по мукам,1901,929
Пастернак Борис Леонидович,Морфий,1965,941
Лермонтов Михаил Юрьевич,Идиот,1961,527
Стругацкий Аркадий Натанович,Донские рассказы,1965,597
Грибоедов Александр Сергеевич,Мастер и Маргарита,1857,1037
Пушкин Александр Сергеевич,Дама с собачкой,1993,1169
Тургенев Иван Сергеевич,Мастер и Маргарита,2021,544
Шолохов Михаил Александрович,Евгений Онегин,1884,1280
Стругацкий Аркадий Натанович,Судьба человека,1848,1438
Гоголь Николай Васильевич,Аэлита,2009,602
Пушкин Александр Сергеевич,Белая гвардия,1813,959
Лесков Николай Семёнович,Собачье сердце,1935,1177
Чернышевский Николай Гаврилович,Ионыч,1858,286
Пушкин Александр Сергеевич,Листопад,2016,954
Достоевский Фёдор Михайлович,Кому на Руси жить хорошо,1935,1159
Некрасов Николай Алексеевич,Дама с собачкой,2008,1217
Тургенев Иван Сергеевич,Белая гвардия,1993,461
Некрасов Николай Алексеевич,Крестьянские дети,1948,858
Достоевский Фёдор Михайлович,Тарас Бульба,1811,584
Замятин Евгений Иванович,Ревизор,1978,1085
Гоголь Николай Васильевич,Мертвые души,1995,175
Пушкин Александр Сергеевич,Русские женщины,1806,182
Ахматова Анна Андреевна,Отцы и дети,1863,1094
Маяковский Владимир Владимирович,Морфий,1908,1062
Ахматова Анна Андреевна,Бесы,1887,1216
Толстой Лев Николаевич,Белые ночи,1808,993
Есенин Сергей Александрович,Война и мир,1967,1034
Толстой Лев Николаевич,Мастер и Маргарита,1823,289
Платонов Андрей Платонович,Морфий,1935,76
Толстой Лев Николаевич,Евгений Онегин,1882,417
Маяковский Владимир Владимирович,Мастер и Маргарита,2014,1000
Есенин Сергей Александрович,В окопах Сталинграда,1874,744
Островский Александр Николаевич,Аэлита,2009,456
Островский Александр Николаевич,Дама с собачкой,1974,825
Стругацкий Борис Натанович,Маленькая печальная повесть,1965,499
Куприн Александр Иванович,Судьба человека,1819,417
Маяковский Владимир Владимирович,Митина любовь,2001,922
Бунин Иван Алексеевич,Белая гвардия,1946,622
Цветаева Марина Ивановна,Белая гвардия,1989,691
Толстой Лев Николаевич,Крестьянские дети,2012,699
Маяковский Владимир Владимирович,Первая любовь,1976,1424
Лесков Николай Семёнович,Дама с собачкой,1983,1412
Салтыков-Щедрин Михаил Евграфович,Тёмные аллеи,1927,739
Гоголь Николай Васильевич,Вишнёвый сад,1980,1199
Некрасов Николай Алексеевич,В окопах Сталинграда,1904,1004
Куприн Александр Иванович,Тарас Бульба,1919,1255
Чернышевский Николай Гаврилович,В окопах Сталинграда,1928,771
Толстой Лев Николаевич,Детство,1933,558
Платонов Андрей Платонович,Евгений Онегин,1907,143
Куприн Александр Иванович,Первая любовь,1988,783
Ахматова Анна Андреевна,Тёмные аллеи,1868,973
Шолохов Михаил Александрович,Медный всадник,1965,1115
Толстой Лев Николаевич,Антоновские яблоки,1952,579
Некрасов Виктор Платонович,Лёгкое дыхание,1899,420
Чернышевский Николай Гаврилович,Вишнёвый сад,1995,196
Стругацкий Аркадий Натанович,Ревизор,1825,521
Толстой Лев Николаевич,Первая любовь,1886,677
Блок Александр Александрович,Морфий,1820,555
Бродский Иосиф Александрович,Евгений Онегин,1908,937
Толстой Лев Николаевич,Медный всадник,1812,166
Толстой Лев Николаевич,Белые ночи,1856,289
Мандельштам Осип Эмильевич,Вий,1988,837
Набоков Владимир Владимирович,Тихий Дон,1926,1464
Толстой Лев Николаевич,Хамелеон,1961,700
Толстой Алексей Николаевич,Первая любовь,1874,878
Грибоедов Александр Сергеевич,Ревизор,2013,1310
Есенин Сергей Александрович,Пётр Первый,1903,682
Некрасов Виктор Платонович,Хождение по мукам,1885,1076
Есенин Сергей Александрович,Лёгкое дыхание,1982,916
Замятин Евгений Иванович,Маленькая печальная повесть,1987,1326
Салтыков-Щедрин Михаил Евграфович,В окопах Сталинграда,1876,464
Толстой Лев Николаевич,Тихий Дон,1927,294
Есенин Сергей Александрович,Идиот,1933,761
Лесков Николай Семёнович,Кому на Руси жить хорошо,1877,1398
Толстой Лев Николаевич,Вишнёвый сад,1890,183
Булгаков Михаил Афанасьевич,Мастер и Маргарита,1868,341
Шолохов Михаил Александрович,Белая гвардия,1889,515
Толстой Лев Николаевич,Ионыч,2020,677
Толстой Алексей Николаевич,Записки охотника,1925,732
Достоевский Фёдор Михайлович,Русские женщины,1847,169
Цветаева Марина Ивановна,Крестьянские дети,1954,1465
Салтыков-Щедрин Михаил Евграфович,Собачье сердце,1874,357
Гоголь Николай Васильевич,Отцы и дети,1923,465
Толстой Лев Николаевич,Белая гвардия,1885,440
Лермонтов Михаил Юрьевич,Ася,1823,864
Бунин Иван Алексеевич,Дама с собачкой,1864,1450
Салтыков-Щедрин Михаил Евграфович,Вий,1943,1203
Салтыков-Щедрин Михаил Евграфович,Крестьянские дети,1843,202
Беляев Александр Романович,Хождение по мукам,2019,1023
Лесков Николай Семёнович,Бесы,1909,1326
Грин Александр Степанович,Вий,1905,764
Стругацкий Аркадий Натанович,Ревизор,1933,754
Стругацкий Аркадий Натанович,Братья Карамазовы,1867,324
Ахматова Анна Андреевна,Аэлита,1964,951
Пушкин Александр Сергеевич,Собачье сердце,1923,1245
Блок Александр Александрович,Вий,1844,537
Пастернак Борис Леонидович,Рядовой Лютиков,1999,908
Толстой Лев Николаевич,Воскресение,1905,724
Толстой Лев Николаевич,Белая гвардия,1952,531
Чернышевский Николай Гаврилович,Морфий,1924,157
Грин Александр Степанович,Ася,1937,1248
Толстой Лев Николаевич,Антоновские яблоки,1921,1390
Толстой Лев Николаевич,Война и мир,1827,1151
Стругацкий Борис Натанович,Лёгкое дыхание,1903,123
Пушкин Александр Сергеевич,Тёмные аллеи,1922,967
Достоевский Фёдор Михайлович,Ионыч,2015,426
Ахматова Анна Андреевна,Морфий,1961,702
Есенин Сергей Александрович,Хождение по мукам,1973,820
Булгаков Михаил Афанасьевич,Митина любовь,1864,1073
Блок Александр Александрович,Лёгкое дыхание,1918,1003
Набоков Владимир Владимирович,Записки охотника,1945,533
Салтыков-Щедрин Михаил Евграфович,Донские рассказы,1923,1291
Добролюбов Николай Александрович,Преступление и наказание,1858,765
Толстой Лев Николаевич,Собачье сердце,1987,283
Толстой Лев Николаевич,Митина любовь,1811,1420
Толстой Лев Николаевич,Русские женщины,1993,739
Булгаков Михаил Афанасьевич,Евгений Онегин,1993,541
Шолохов Михаил Александрович,Русские женщины,1950,1176
Стругацкий Борис Натанович,Донские рассказы,1950,1346
Стругацкий Аркадий Натанович,Анна Каренина,2023,612
Петров Евгений Петрович,Кому на Руси жить хорошо,1948,1046
Ахматова Анна Андреевна,Евгений Онегин,1847,472
Цветаева Марина Ивановна,Дом с мезонином,1947,339
Стругацкий Борис Натанович,Белая гвардия,1944,1416
Цветаева Марина Ивановна,Аэлита,1963,658
Ахматова Анна Андреевна,Медный всадник,1819,352
Ильф Илья Арнольдович,Тёмные аллеи,2012,1213
Стругацкий Аркадий Натанович,Медный всадник,1955,613
Булгаков Михаил Афанасьевич,Медный всадник,1857,1091
Толстой Лев Николаевич,Лёгкое дыхание,1983,425
Тургенев Иван Сергеевич,Мастер и Маргарита,1858,1289
Блок Александр Александрович,Вий,2004,1052
Ильф Илья Арнольдович,Мертвые души,1852,619
Бродский Иосиф Александрович,Ионыч,1989,959
Островский Александр Николаевич,Лёгкое дыхание,1838,413
Есенин Сергей Александрович,Идиот,2014,322
Цветаева Марина Ивановна,Детство,1956,1075
Толстой Лев Николаевич,Преступление и наказание,1947,1281
Лесков Николай Семёнович,Пётр Первый,1820,1200
Горький Максим,Судьба человека,2000,1334
Бродский Иосиф Александрович,Война и мир,2016,486
Петров Евгений Петрович,Вий,1887,254
Мандельштам Осип Эмильевич,Записки охотника,1909,1426
Толстой Лев Николаевич,Братья Карамазовы,1891,729
Мандельштам Осип Эмильевич,Вишнёвый сад,1846,1369
Шолохов Михаил Александрович,Морфий,1824,1245
Лесков Николай Семёнович,Лёгкое дыхание,1985,1299
Тургенев Иван Сергеевич,Война и мир,1903,250
Чернышевский Николай Гаврилович,Идиот,1863,677
Островский Александр Николаевич,Дама с собачкой,1819,291
Ахматова Анна Андреевна,Русские женщины,1982,1394
Чернышевский Николай Гаврилович,Первая любовь,1983,604
Блок Александр Александрович,Рядовой Лютиков,1805,1257
Толстой Лев Николаевич,Шинель,1920,934
Набоков Владимир Владимирович,Хождение по мукам,2003,303
Толстой Лев Николаевич,Война и мир,1908,1078
Лесков Николай Семёнович,Воскресение,1951,1347
Замятин Евгений Иванович,Вишнёвый сад,1888,142
Ильф Илья Арнольдович,Первая любовь,1853,1203
Добролюбов Николай Александрович,Дама с собачкой,2007,1085
Стругацкий Аркадий Натанович,Братья Карамазовы,1882,297
Чехов Антон Павлович,Антоновские яблоки,1840,950
Шолохов Михаил Александрович,Пётр Первый,1958,1128
Грибоедов Александр Сергеевич,Детство,1816,492
Пушкин Александр Сергеевич,Дама с собачкой,1981,50
Горький Максим,Дама с собачкой,1800,531
Мандельштам Осип Эмильевич,Железная дорога,2014,207
Лермонтов Михаил Юрьевич,Записки охотника,1903,1394
Беляев Александр Романович,Пётр Первый,1903,732
Салтыков-Щедрин Михаил Евграфович,Преступление и наказание,1837,510
Толстой Лев Николаевич,Тёмные аллеи,1973,355
Есенин Сергей Александрович,Мертвые души,1875,134
Достоевский Фёдор Михайлович,Хамелеон,1918,1219
Замятин Евгений Иванович,Война и мир,1823,1440
Грин Александр Степанович,Шинель,1950,516
Некрасов Виктор Платонович,Преступление и наказание,1849,783
Стругацкий Борис Натанович,Идиот,1978,52
Ильф Илья Арнольдович,Железная дорога,1885,773
Толстой Лев Николаевич,Идиот,1892,293
Толстой Лев Николаевич,В окопах Сталинграда,1890,369
Стругацкий Аркадий Натанович,Листопад,1982,1260
Добролюбов Николай Александрович,Шинель,1802,1411
Есенин Сергей Александрович,Пётр Первый,1996,332
Чехов Антон Павлович,Листопад,1956,540
Бродский Иосиф Александрович,Война и мир,1925,913
Булгаков Михаил Афанасьевич,Идиот,1847,1272
Набоков Владимир Владимирович,Анна Каренина,1981,913
Мандельштам Осип Эмильевич,Первая любовь,2014,836
Пастернак Борис Леонидович,Записки охотника,2024,920
Толстой Лев Николаевич,Судьба человека,1990,1488
Островский Александр Николаевич,Бесы,1986,1321
Толстой Лев Николаевич,Анна Каренина,1875,491
Есенин Сергей Александрович,Лёгкое дыхание,1819,1435
Шолохов Михаил Александрович,Донские рассказы,2011,984
Маяковский Владимир Владимирович,Собачье сердце,1973,349
Толстой Лев Николаевич,Крестьянские дети,1973,1321
Лесков Николай Семёнович,Хождение по мукам,1813,1188
Лермонтов Михаил Юрьевич,Лёгкое дыхание,1837,898
Чернышевский Николай Гаврилович,Ася,1879,421
Толстой Лев Николаевич,Вишнёвый сад,1858,1170
Лесков Николай Семёнович,Тихий Дон,1924,1443
Куприн Александр Иванович,Митина любовь,1969,939
Добролюбов Николай Александрович,Медный всадник,2020,232
Цветаева Марина Ивановна,Белая гвардия,1917,817
Грин Александр Степанович,Белая гвардия,1819,394
Некрасов Виктор Платонович,Медный всадник,1847,141
Замятин Евгений Иванович,Мертвые души,1959,236
Беляев Александр Романович,Антоновские яблоки,2025,507
Пастернак Борис Леонидович,Первая любовь,1849,1202
Маяковский Владимир Владимирович,Белая гвардия,2022,733
Толстой Лев Николаевич,Русские женщины,1821,1085
Ахматова Анна Андреевна,Железная дорога,1848,1098
Толстой Лев Николаевич,Пётр Первый,1883,1342
Мандельштам Осип Эмильевич,Морфий,2006,732
Толстой Лев Николаевич,Морфий,1868,467
Гоголь Николай Васильевич,Хождение по мукам,1933,1136
Толстой Лев Николаевич,Записки охотника,1994,401
Лесков Николай Семёнович,Хамелеон,1929,554
Толстой Лев Николаевич,Русские женщины,1924,1200
Маяковский Владимир Владимирович,Бесы,2011,481
Толстой Лев Николаевич,Дом с мезонином,1894,1004
Лермонтов Михаил Юрьевич,Первая любовь,1954,775
Достоевский Фёдор Михайлович,Преступление и наказание,1850,1131
Ильф Илья Арнольдович,Хождение по мукам,2009,978
Толстой Лев Николаевич,Идиот,2019,1255
Шолохов Михаил Александрович,Братья Карамазовы,1894,722
Набоков Владимир Владимирович,Первая любовь,1853,623
Толстой Лев Николаевич,Судьба человека,1966,1100
Мандельштам Осип Эмильевич,Вишнёвый сад,1915,279
Бродский Иосиф Александрович,Тихий Дон,1877,699
Маяковский Владимир Владимирович,Вишнёвый сад,2019,874
Беляев Александр Романович,Ася,1904,186
Чехов Антон Павлович,Пётр Первый,1822,551
Булгаков Михаил Афанасьевич,Хамелеон,1969,88
Пастернак Борис Леонидович,Железная дорога,1974,1378
Достоевский Фёдор Михайлович,Шинель,1946,184
Ильф Илья Арнольдович,Медный всадник,1900,1376
Замятин Евгений Иванович,Аэлита,1807,1314
Куприн Александр Иванович,Вий,1934,273
Тургенев Иван Сергеевич,Медный всадник,1843,1215
Толстой Лев Николаевич,Евгений Онегин,1997,704
Грин Александр Степанович,Русские женщины,1996,1145
Стругацкий Аркадий Натанович,Кому на Руси жить хорошо,1925,341
Пушкин Александр Сергеевич,Евгений Онегин,1994,978
Ильф Илья Арнольдович,В окопах Сталинграда,1842,389
Шолохов Михаил Александрович,Братья Карамазовы,1908,1128
Гоголь Николай Васильевич,Русские женщины,1997,1194
Толстой Лев Николаевич,Крестьянские дети,1892,270
Маяковский Владимир Владимирович,Собачье сердце,2018,780
Мандельштам Осип Эмильевич,Мастер и Маргарита,1920,489
Шолохов Михаил Александрович,Лёгкое дыхание,2009,1297
Грин Александр Степанович,Митина любовь,1819,222
Бродский Иосиф Александрович,Кому на Руси жить хорошо,1865,470
Куприн Александр Иванович,Белые ночи,1974,749
Толстой Лев Николаевич,Кому на Руси жить хорошо,2018,923
Маяковский Владимир Владимирович,Листопад,1981,749
Стругацкий Аркадий Натанович,Тёмные аллеи,1893,672
Чехов Антон Павлович,Дом с мезонином,1861,734
Чернышевский Николай Гаврилович,Евгений Онегин,1910,1362
Толстой Лев Николаевич,Рядовой Лютиков,1833,800
Чехов Антон Павлович,Война и мир,1905,1133
Шолохов Михаил Александрович,Русские женщины,1810,765
Пастернак Борис Леонидович,Братья Карамазовы,1964,634
Пушкин Александр Сергеевич,Крестьянские дети,1965,67
Стругацкий Аркадий Натанович,Мастер и Маргарита,2021,1454
Толстой Лев Николаевич,Евгений Онегин,1861,527
Блок Александр Александрович,Судьба человека,1977,727
Островский Александр Николаевич,Война и мир,1960,1350
Некрасов Николай Алексеевич,В окопах Сталинграда,1973,266
Толстой Лев Николаевич,Аэлита,1818,507
Платонов Андрей Платонович,Мастер и Маргарита,1885,1013
Пушкин Александр Сергеевич,Лёгкое дыхание,1928,389
Островский Александр Николаевич,Крестьянские дети,1963,353
Шолохов Михаил Александрович,Дама с собачкой,1862,338
Пастернак Борис Леонидович,Аэлита,1840,289
Есенин Сергей Александрович,Рядовой Лютиков,1995,1474
Беляев Александр Романович,Аэлита,1832,685
Толстой Лев Николаевич,Мертвые души,1989,886
Толстой Лев Николаевич,Донские рассказы,1840,1070
Чехов Антон Павлович,Хождение по мукам,1814,1172
Платонов Андрей Платонович,Хамелеон,1828,873
Беляев Александр Романович,Ася,2013,60
Стругацкий Борис Натанович,Рядовой Лютиков,1911,1322
Горький Максим,Кому на Руси жить хорошо,2007,968
Набоков Владимир Владимирович,Аэлита,1850,991
Некрасов Виктор Платонович,Антоновские яблоки,1929,489
Грибоедов Александр Сергеевич,Железная дорога,1813,681
Горький Максим,Мастер и Маргарита,1870,139
Бродский Иосиф Александрович,Донские рассказы,1833,732
Грин Александр Степанович,Русские женщины,1855,1240
Бродский Иосиф Александрович,Вий,1861,104
Достоевский Фёдор Михайлович,Мастер и Маргарита,1883,909
Островский Александр Николаевич,Белая гвардия,1886,1469
Блок Александр Александрович,Ионыч,1929,1233
Островский Александр Николаевич,Шинель,1913,459
Ильф Илья Арнольдович,Детство,1824,662
Ахматова Анна Андреевна,Митина любовь,1985,527
Тургенев Иван Сергеевич,Митина любовь,1940,1190
Лесков Николай Семёнович,Хамелеон,1891,1237
Толстой Лев Николаевич,Лёгкое дыхание,1904,533
Набоков Владимир Владимирович,Мастер и Маргарита,1903,982
Толстой Лев Николаевич,Воскресение,1970,78
Гоголь Николай Васильевич,Воскресение,1957,1485
Лермонтов Михаил Юрьевич,Первая любовь,1856,1060
Замятин Евгений Иванович,Лёгкое дыхание,1815,893
Беляев Александр Романович,Идиот,1896,797
Толстой Лев Николаевич,Дом с мезонином,1906,1307
Грин Александр Степанович,Антоновские яблоки,1844,713
Есенин Сергей Александрович,Кому на Руси жить хорошо,2020,550
Толстой Лев Николаевич,Рядовой Лютиков,1968,1354
Булгаков Михаил Афанасьевич,Ионыч,1868,1055
Горький Максим,Отцы и дети,1852,1411
Салтыков-Щедрин Михаил Евграфович,Ревизор,1872,1389
Стругацкий Аркадий Натанович,Воскресение,1894,539
Бродский Иосиф Александрович,Мастер и Маргарита,1911,1097
Тургенев Иван Сергеевич,Морфий,1931,202
Шолохов Михаил Александрович,Антоновские яблоки,2014,371
Островский Александр Николаевич,Рядовой Лютиков,1861,1386
Чехов Антон Павлович,Шинель,1849,1432
Островский Александр Николаевич,Железная дорога,1941,366
Шолохов Михаил Александрович,Ася,1924,1000
Набоков Владимир Владимирович,Морфий,1930,709
Бродский Иосиф Александрович,Отцы и дети,2009,96
Бродский Иосиф Александрович,Кому на Руси жить хорошо,1910,170
Толстой Лев Николаевич,Мастер и Маргарита,1839,1291
Толстой Лев Николаевич,Дом с мезонином,1996,1179
Пастернак Борис Леонидович,Воскресение,1807,1100
Салтыков-Щедрин Михаил Евграфович,Пётр Первый,1900,1219
Достоевский Фёдор Михайлович,В окопах Сталинграда,2015,196
Некрасов Виктор Платонович,Хамелеон,1875,147
Толстой Алексей Николаевич,Евгений Онегин,1919,279
Лесков Николай Семёнович,Мастер и Маргарита,1933,1438
Цветаева Марина Ивановна,Рядовой Лютиков,1903,453
Некрасов Виктор Платонович,Первая любовь,1890,527
Ильф Илья Арнольдович,Идиот,1831,1038
Толстой Лев Николаевич,Аэлита,1973,806
Ахматова Анна Андреевна,Дама с собачкой,2023,1460
Блок Александр Александрович,Собачье сердце,1804,1490
Бродский Иосиф Александрович,Собачье сердце,1911,541
Лесков Николай Семёнович,Морфий,1891,762
Лермонтов Михаил Юрьевич,Русские женщины,1913,514
Есенин Сергей Александрович,Маленькая печальная повесть,1927,469
Тургенев Иван Сергеевич,Белые ночи,1809,528
Толстой Лев Николаевич,Аэлита,1928,634
Толстой Алексей Николаевич,Морфий,1873,841
Замятин Евгений Иванович,Тарас Бульба,2024,670
Гоголь Николай Васильевич,Белая гвардия,1872,337
Стругацкий Борис Натанович,Вий,1995,1096
Салтыков-Щедрин Михаил Евграфович,Хождение по мукам,1922,1362
Толстой Лев Николаевич,Воскресение,1970,900
Горький Максим,Детство,1934,328
Беляев Александр Романович,Воскресение,1961,729
Лермонтов Михаил Юрьевич,Хождение по мукам,1977,51
Тургенев Иван Сергеевич,Аэлита,1990,376
Добролюбов Николай Александрович,Донские рассказы,1926,942
Блок Александр Александрович,Дом с мезонином,1960,756
Замятин Евгений Иванович,Первая любовь,1860,840
Добролюбов Николай Александрович,Ионыч,2025,690
Толстой Алексей Николаевич,Пётр Первый,1955,1491
Некрасов Виктор Платонович,Русские женщины,1803,1005
Лермонтов Михаил Юрьевич,Первая любовь,1917,642
Толстой Лев Николаевич,Белая гвардия,1973,421
Тургенев Иван Сергеевич,В окопах Сталинграда,1838,430
Добролюбов Николай Александрович,Война и мир,2023,641
Некрасов Николай Алексеевич,Рядовой Лютиков,1945,1295
Есенин Сергей Александрович,Евгений Онегин,2007,1387
Грибоедов Александр Сергеевич,Собачье сердце,1943,1300
Лесков Николай Семёнович,Мастер и Маргарита,1980,1194
Чернышевский Николай Гаврилович,Белая гвардия,1952,1210
Чернышевский Николай Гаврилович,Мастер и Маргарита,1976,1366
Некрасов Николай Алексеевич,Дама с собачкой,1920,1060
Ильф Илья Арнольдович,Пётр Первый,1928,1059
Ахматова Анна Андреевна,Шинель,2008,864
Толстой Лев Николаевич,Вишнёвый сад,1936,1029
Пушкин Александр Сергеевич,Братья Карамазовы,1917,1327
Толстой Лев Николаевич,Преступление и наказание,1873,948
Грин Александр Степанович,Дама с собачкой,1857,681
Есенин Сергей Александрович,Записки охотника,2024,285
Куприн Александр Иванович,Евгений Онегин,1962,983
Лесков Николай Семёнович,Дама с собачкой,1987,1434
Чернышевский Николай Гаврилович,Донские рассказы,1845,582
Набоков Владимир Владимирович,Ревизор,1895,931
Шолохов Михаил Александрович,Тихий Дон,1836,341
Есенин Сергей Александрович,Бесы,2009,947
Стругацкий Борис Натанович,Листопад,1903,1263
Стругацкий Аркадий Натанович,Бесы,1866,606
Стругацкий Борис Натанович,Тихий Дон,1969,826
Толстой Лев Николаевич,Хамелеон,1808,1022
Добролюбов Николай Александрович,Отцы и дети,1863,666
Петров Евгений Петрович,Маленькая печальная повесть,1923,776
Платонов Андрей Платонович,Братья Карамазовы,1843,261
Набоков Владимир Владимирович,Вишнёвый сад,1813,1224
Куприн Александр Иванович,Рядовой Лютиков,1938,780
Шолохов Михаил Александрович,Донские рассказы,1916,275
Грин Александр Степанович,Медный всадник,1946,428
Грин Александр Степанович,Мастер и Маргарита,1831,1155
Некрасов Николай Алексеевич,Белая гвардия,1958,778
Ильф Илья Арнольдович,Хождение по мукам,1868,388
Платонов Андрей Платонович,Тарас Бульба,1869,1202
Ахматова Анна Андреевна,Вишнёвый сад,1833,298
Бродский Иосиф Александрович,Железная дорога,1982,1394
Есенин Сергей Александрович,Ионыч,1908,559
Толстой Лев Николаевич,Собачье сердце,2008,429
Толстой Лев Николаевич,Пётр Первый,1952,418
Чернышевский Николай Гаврилович,Отцы и дети,1849,1002
Стругацкий Аркадий Натанович,Шинель,1803,1053
Пушкин Александр Сергеевич,Братья Карамазовы,1917,732
Бунин Иван Алексеевич,Ревизор,1882,307
Стругацкий Борис Натанович,Дама с собачкой,1851,584
Есенин Сергей Александрович,Анна Каренина,1860,464
Толстой Лев Николаевич,В окопах Сталинграда,2015,540
Платонов Андрей Платонович,Аэлита,1842,559
Гоголь Николай Васильевич,Вий,1827,202
Чернышевский Николай Гаврилович,Донские рассказы,1923,123
Бунин Иван Алексеевич,Шинель,1988,318
Ахматова Анна Андреевна,Аэлита,1868,990
Блок Александр Александрович,Дама с собачкой,1899,573
Стругацкий Борис Натанович,Донские рассказы,2013,284
Набоков Владимир Владимирович,Ася,2005,1058
Толстой Лев Николаевич,Ионыч,1879,336
Лесков Николай Семёнович,Лёгкое дыхание,1974,1214
Мандельштам Осип Эмильевич,Железная дорога,1902,496
Куприн Александр Иванович,Война и мир,2011,1267
Гоголь Николай Васильевич,Шинель,1932,51
Пастернак Борис Леонидович,Дом с мезонином,1909,1241
Толстой Лев Николаевич,Русские женщины,1891,223
Бунин Иван Алексеевич,Крестьянские дети,1845,1003
Толстой Лев Николаевич,Бесы,1861,689
Петров Евгений Петрович,Русские женщины,1902,896
Толстой Лев Николаевич,Листопад,1857,1033
Пушкин Александр Сергеевич,Тихий Дон,1818,688
Толстой Лев Николаевич,Вишнёвый сад,1922,748
Гоголь Николай Васильевич,Крестьянские дети,1915,171
Некрасов Николай Алексеевич,Мастер и Маргарита,2007,859
Гоголь Николай Васильевич,Детство,1939,1400
Островский Александр Николаевич,Детство,1890,226
Мандельштам Осип Эмильевич,Тёмные аллеи,1903,108
Гоголь Николай Васильевич,Бесы,1931,1071
Толстой Алексей Николаевич,Записки охотника,1986,756
Ахматова Анна Андреевна,Дом с мезонином,1886,1117
Толстой Лев Николаевич,Бесы,2003,1496
Беляев Александр Романович,Хамелеон,1957,1463
