author,title,year,pages
Горький Максим,Донские рассказы,1889,1459
Лесков Николай Семёнович,Ревизор,1890,143
Грибоедов Александр Сергеевич,Вий,1996,241
Стругацкий Борис Натанович,Бесы,1843,838
Блок Александр Александрович,Вий,2011,552
Толстой Лев Николаевич,Пётр Первый,1838,542
Лесков Николай Семёнович,Евгений Онегин,1973,852
Толстой Лев Николаевич,Мертвые души,1855,1497
Пушкин Александр Сергеевич,Крестьянские дети,1899,383
Пастернак Борис Леонидович,Детство,1906,1495
Островский Александр Николаевич,Тёмные аллеи,1834,900
Тургенев Иван Сергеевич,Морфий,1985,1490
Толстой Лев Николаевич,Евгений Онегин,1859,399
Достоевский Фёдор Михайлович,Анна Каренина,2021,186
Ильф Илья Арнольдович,Вишнёвый сад,1963,1242
Лесков Николай Семёнович,Маленькая печальная повесть,1931,1371
Салтыков-Щедрин Михаил Евграфович,Лёгкое дыхание,1932,991
Ахматова Анна Андреевна,Первая любовь,1808,591
Некрасов Виктор Платонович,Пётр Первый,1847,386
Пастернак Борис Леонидович,Преступление и наказание,1929,1194
Петров Евгений Петрович,Тарас Бульба,1953,467
Толстой Лев Николаевич,Хамелеон,2018,1449
Шолохов Михаил Александрович,Детство,1857,562
Набоков Владимир Владимирович,Братья Карамазовы,1830,415
Горький Максим,Пётр Первый,1824,279
Блок Александр Александрович,Первая любовь,1963,1481
Островский Александр Николаевич,Дама с собачкой,2003,1449
Бродский Иосиф Александрович,Пётр Первый,2008,529
Толстой Лев Николаевич,Шинель,1965,784
Толстой Алексей Николаевич,Воскресение,1816,1240
Толстой Лев Николаевич,Братья Карамазовы,1828,956
Ахматова Анна Андреевна,Отцы и дети,1969,1136
Лесков Николай Семёнович,Хамелеон,1994,199
Стругацкий Борис Натанович,Рядовой Лютиков,2006,536
Бродский Иосиф Александрович,В окопах Сталинграда,1901,552
Беляев Александр Романович,Первая любовь,1968,1430
Бродский Иосиф Александрович,Русские женщины,1885,130
Бунин Иван Алексеевич,Тихий Дон,1884,683
Замятин Евгений Иванович,Хамелеон,1972,845
Бунин Иван Алексеевич,Дом с мезонином,1815,1415
Платонов Андрей Платонович,Тёмные аллеи,1802,287
Толстой Лев Николаевич,Братья Карамазовы,2000,816
Замятин Евгений Иванович,В окопах Сталинграда,1858,464
Чернышевский Николай Гаврилович,Ревизор,1918,1256
Толстой Алексей Николаевич,Донские рассказы,2012,671
Стругацкий Борис Натанович,Белые ночи,1980,693
Добролюбов Николай Александрович,Рядовой Лютиков,1910,992
Некрасов Виктор Платонович,Вишнёвый сад,1900,367
Некрасов Виктор Платонович,Вишнёвый сад,1861,1410
Толстой Алексей Николаевич,Ревизор,1804,227
Цветаева Марина Ивановна,Мастер и Маргарита,1861,1004
Некрасов Виктор Платонович,Лёгкое дыхание,1813,1336
Бродский Иосиф Александрович,Крестьянские дети,1892,1255
Грин Александр Степанович,Хождение по мукам,1894,893
Пушкин Александр Сергеевич,Пётр Первый,1969,1025
Добролюбов Николай Александрович,Вишнёвый сад,1949,837
Некрасов Николай Алексеевич,Антоновские яблоки,1905,1014
Салтыков-Щедрин Михаил Евграфович,Ревизор,1902,556
Толстой Лев Николаевич,Вий,1824,304
Набоков Владимир Владимирович,Анна Каренина,1985,521
Грибоедов Александр Сергеевич,Мертвые души,1902,96
Некрасов Николай Алексеевич,Антоновские яблоки,1830,917
Булгаков Михаил Афанасьевич,Мастер и Маргарита,1952,513
Достоевский Фёдор Михайлович,Шинель,1863,553
Замятин Евгений Иванович,Ася,1968,1102
Толстой Алексей Николаевич,Дом с мезонином,1938,286
Лермонтов Михаил Юрьевич,Хамелеон,1948,1006
Некрасов Виктор Платонович,Собачье сердце,1906,626
Чехов Антон Павлович,Тёмные аллеи,2021,62
Грин Александр Степанович,Дом с мезонином,1889,1428
Толстой Лев Николаевич,Дама с собачкой,1937,1372
Мандельштам Осип Эмильевич,Воскресение,1858,1071
Мандельштам Осип Эмильевич,Братья Карамазовы,1943,710
Бродский Иосиф Александрович,Хамелеон,1857,333
Куприн Александр Иванович,Шинель,1899,304
Островский Александр Николаевич,Русские женщины,1967,635
Грин Александр Степанович,Бесы,1912,725
Гоголь Николай Васильевич,Тарас Бульба,1879,1371
Чехов Антон Павлович,Вий,1892,1483
Есенин Сергей Александрович,Собачье сердце,2006,1022
Толстой Лев Николаевич,Тихий Дон,1956,427
Ахматова Анна Андреевна,Отцы и дети,1830,652
Набоков Владимир Владимирович,Крестьянские дети,1808,789
Горький Максим,Медный всадник,1983,212
Толстой Лев Николаевич,Собачье сердце,1925,647
Петров Евгений Петрович,Пётр Первый,2007,1101
Булгаков Михаил Афанасьевич,Преступление и наказание,2015,598
Грибоедов Александр Сергеевич,Вий,1996,97
Островский Александр Николаевич,Воскресение,1872,1317
Лермонтов Михаил Юрьевич,Собачье сердце,1843,1498
Чернышевский Николай Гаврилович,Идиот,1816,983
Лермонтов Михаил Юрьевич,Собачье сердце,1834,745
Чехов Антон Павлович,Евгений Онегин,1917,356
Куприн Александр Иванович,Белая гвардия,1997,1436
Некрасов Николай Алексеевич,Маленькая печальная повесть,1962,264
Достоевский Фёдор Михайлович,Война и мир,1912,330
Шолохов Михаил Александрович,Крестьянские дети,1808,139
Островский Александр Николаевич,Шинель,1863,544
Платонов Андрей Платонович,В окопах Сталинграда,1930,1282
Толстой Лев Николаевич,Аэлита,1801,88
Петров Евгений Петрович,Маленькая печальная повесть,1880,144
Лермонтов Михаил Юрьевич,Маленькая печальная повесть,1845,265
Островский Александр Николаевич,Русские женщины,1927,1314
Толстой Лев Николаевич,Кому на Руси жить хорошо,2025,657
Ахматова Анна Андреевна,Воскресение,1882,603
Набоков Владимир Владимирович,Воскресение,1978,1366
Ахматова Анна Андреевна,Мастер и Маргарита,1812,150
Есенин Сергей Александрович,Судьба человека,1938,635
Петров Евгений Петрович,Антоновские яблоки,1817,1168
Пушкин Александр Сергеевич,Записки охотника,1856,846
Маяковский Владимир Владимирович,В окопах Сталинграда,1880,1318
Толстой Алексей Николаевич,Дама с собачкой,1830,1258
Тургенев Иван Сергеевич,Железная дорога,1982,862
Стругацкий Борис Натанович,Отцы и дети,1976,1136
Ахматова Анна Андреевна,Детство,1933,1321
Блок Александр Александрович,Пётр Первый,1896,1125
Мандельштам Осип Эмильевич,Морфий,1927,951
Толстой Алексей Николаевич,Железная дорога,1956,215
Стругацкий Борис Натанович,Листопад,2017,1092
Достоевский Фёдор Михайлович,Белая гвардия,1992,349
Толстой Лев Николаевич,Медный всадник,1898,758
Есенин Сергей Александрович,Тарас Бульба,1996,1298
Лермонтов Михаил Юрьевич,Детство,1830,400
Грин Александр Степанович,Отцы и дети,1912,239
Цветаева Марина Ивановна,Рядовой Лютиков,1948,941
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1860,88
Петров Евгений Петрович,Крестьянские дети,1864,62
Бродский Иосиф Александрович,Морфий,1879,701
Маяковский Владимир Владимирович,Евгений Онегин,1990,303
Бунин Иван Алексеевич,Медный всадник,1803,570
Набоков Владимир Владимирович,Дама с собачкой,2011,264
Некрасов Николай Алексеевич,Евгений Онегин,1853,954
Чехов Антон Павлович,Морфий,1839,382
Беляев Александр Романович,Вишнёвый сад,1924,60
Пастернак Борис Леонидович,Детство,1986,572
Лермонтов Михаил Юрьевич,Лёгкое дыхание,1931,218
Ильф Илья Арнольдович,Морфий,1897,63
Мандельштам Осип Эмильевич,Дама с собачкой,1831,404
Грибоедов Александр Сергеевич,Преступление и наказание,1805,1004
Булгаков Михаил Афанасьевич,Дама с собачкой,1921,1253
Чехов Антон Павлович,Преступление и наказание,1958,652
Островский Александр Николаевич,Вий,1924,567
Толстой Лев Николаевич,Рядовой Лютиков,1937,1381
Салтыков-Щедрин Михаил Евграфович,Дама с собачкой,2010,700
Горький Максим,Хождение по мукам,1852,807
Островский Александр Николаевич,Вишнёвый сад,1991,952
Куприн Александр Иванович,Маленькая печальная повесть,2004,747
Толстой Лев Николаевич,Кому на Руси жить хорошо,1866,1052
Гоголь Николай Васильевич,Пётр Первый,1940,331
Ахматова Анна Андреевна,Митина любовь,2004,983
Горький Максим,Идиот,2006,417
Лесков Николай Семёнович,Детство,1855,1397
Шолохов Михаил Александрович,В окопах Сталинграда,1990,960
Толстой Алексей Николаевич,Маленькая печальная повесть,1986,665
Гоголь Николай Васильевич,Судьба человека,1974,1202
Платонов Андрей Платонович,Антоновские яблоки,1809,326
Толстой Лев Николаевич,Ревизор,1840,1163
Толстой Лев Николаевич,Листопад,1940,1202
Пастернак Борис Леонидович,Митина любовь,1951,1233
Стругацкий Аркадий Натанович,Евгений Онегин,1810,208
Стругацкий Борис Натанович,Вий,1933,725
Шолохов Михаил Александрович,Рядовой Лютиков,2006,764
Бунин Иван Алексеевич,Анна Каренина,1876,75
Толстой Лев Николаевич,Братья Карамазовы,1828,1343
Некрасов Николай Алексеевич,Железная дорога,1890,381
Толстой Лев Николаевич,Кому на Руси жить хорошо,1914,607
Пастернак Борис Леонидович,Аэлита,1875,810
Куприн Александр Иванович,Евгений Онегин,1839,694
Петров Евгений Петрович,Бесы,1950,1242
Платонов Андрей Платонович,Хамелеон,1810,503
Петров Евгений Петрович,Мертвые души,1831,357
Толстой Алексей Николаевич,Идиот,1988,499
Толстой Лев Николаевич,Отцы и дети,1842,716
Некрасов Виктор Платонович,Записки охотника,1948,1053
Есенин Сергей Александрович,Хождение по мукам,2015,1345
Гоголь Николай Васильевич,Детство,1974,1122
Салтыков-Щедрин Михаил Евграфович,Ревизор,2019,830
Островский Александр Николаевич,Антоновские яблоки,2008,436
Достоевский Фёдор Михайлович,Вий,1930,120
Островский Александр Николаевич,Крестьянские дети,1961,861
Замятин Евгений Иванович,Записки охотника,1886,655
Платонов Андрей Платонович,Тарас Бульба,1944,451
Мандельштам Осип Эмильевич,Мертвые души,1805,74
Блок Александр Александрович,Отцы и дети,1852,1358
Беляев Александр Романович,Тёмные аллеи,1899,1114
Толстой Лев Николаевич,Морфий,1883,506
Беляев Александр Романович,Детство,1951,812
Чехов Антон Павлович,Вишнёвый сад,1874,1398
Мандельштам Осип Эмильевич,Тарас Бульба,1931,313
Пушкин Александр Сергеевич,Ася,1948,501
Петров Евгений Петрович,Война и мир,1891,953
Лермонтов Михаил Юрьевич,Донские рассказы,1860,1142
Толстой Лев Николаевич,Первая любовь,1913,655
Толстой Лев Николаевич,Железная дорога,1915,1109
Добролюбов Николай Александрович,Тихий Дон,2003,329
Булгаков Михаил Афанасьевич,Тихий Дон,1847,1443
Стругацкий Борис Натанович,Первая любовь,1847,508
Толстой Лев Николаевич,Мертвые души,1811,1130
Стругацкий Аркадий Натанович,Медный всадник,1870,103
Платонов Андрей Платонович,Вий,1861,618
Достоевский Фёдор Михайлович,В окопах Сталинграда,1807,717
Платонов Андрей Платонович,Братья Карамазовы,1994,1265
Толстой Лев Николаевич,Медный всадник,1980,776
Ильф Илья Арнольдович,Записки охотника,1959,429
Замятин Евгений Иванович,Идиот,1863,216
Лермонтов Михаил Юрьевич,Евгений Онегин,1931,190
Островский Александр Николаевич,Судьба человека,1820,1013
Ильф Илья Арнольдович,Мастер и Маргарита,1865,1363
Добролюбов Николай Александрович,Ревизор,1912,557
Пастернак Борис Леонидович,Кому на Руси жить хорошо,1928,458
Лермонтов Михаил Юрьевич,Братья Карамазовы,1880,543
Цветаева Марина Ивановна,Морфий,1925,329
Маяковский Владимир Владимирович,Лёгкое дыхание,1841,1138
Тургенев Иван Сергеевич,Белые ночи,1920,1201
Чернышевский Николай Гаврилович,Белые ночи,1810,709
Стругацкий Аркадий Натанович,Собачье сердце,1849,1449
Лесков Николай Семёнович,Шинель,1916,449
Бунин Иван Алексеевич,Лёгкое дыхание,1850,999
Толстой Лев Николаевич,Дама с собачкой,2005,1063
Некрасов Виктор Платонович,Аэлита,1975,548
Пушкин Александр Сергеевич,Листопад,1833,558
Толстой Лев Николаевич,Железная дорога,1938,109
Платонов Андрей Платонович,Антоновские яблоки,1967,462
Некрасов Виктор Платонович,Евгений Онегин,1907,495
Шолохов Михаил Александрович,Ася,1991,569
Грин Александр Степанович,Преступление и наказание,1975,1013
Некрасов Виктор Платонович,Железная дорога,1988,1434
Стругацкий Аркадий Натанович,Тёмные аллеи,1928,1173
Шолохов Михаил Александрович,Дом с мезонином,2004,258
Есенин Сергей Александрович,Ася,1828,365
Толстой Лев Николаевич,Тихий Дон,2002,739
Стругацкий Аркадий Натанович,Дама с собачкой,1906,860
Цветаева Марина Ивановна,Тёмные аллеи,1878,874
Мандельштам Осип Эмильевич,Вишнёвый сад,2008,272
Толстой Лев Николаевич,Воскресение,1847,405
Салтыков-Щедрин Михаил Евграфович,Вий,1886,1429
Толстой Лев Николаевич,Детство,1829,1417
Лермонтов Михаил Юрьевич,Маленькая печальная повесть,1837,1379
Ильф Илья Арнольдович,Тихий Дон,2001,1182
Лесков Николай Семёнович,Медный всадник,1910,1367
Некрасов Виктор Платонович,Русские женщины,1827,506
Чернышевский Николай Гаврилович,Братья Карамазовы,1853,106
Тургенев Иван Сергеевич,Первая любовь,1831,483
Мандельштам Осип Эмильевич,Первая любовь,1915,1069
Толстой Лев Николаевич,Железная дорога,1955,876
Маяковский Владимир Владимирович,Морфий,1848,1238
Пушкин Александр Сергеевич,Вий,1900,1242
Толстой Алексей Николаевич,Шинель,2017,1157
Гоголь Николай Васильевич,Отцы и дети,1844,661
Гоголь Николай Васильевич,Ионыч,1833,767
Ильф Илья Арнольдович,Мертвые души,1896,750
Тургенев Иван Сергеевич,Судьба человека,2018,207
Цветаева Марина Ивановна,Дама с собачкой,1903,995
Ильф Илья Арнольдович,Рядовой Лютиков,2009,1453
Маяковский Владимир Владимирович,Митина любовь,2017,1016
Толстой Лев Николаевич,Белые ночи,1813,1227
Блок Александр Александрович,Судьба человека,1899,1189
Пастернак Борис Леонидович,Русские женщины,1939,339
Грибоедов Александр Сергеевич,Антоновские яблоки,1821,1077
Есенин Сергей Александрович,Первая любовь,1817,1044
Куприн Александр Иванович,Анна Каренина,1811,1369
Достоевский Фёдор Михайлович,Ася,1921,324
Достоевский Фёдор Михайлович,Детство,1844,485
Гоголь Николай Васильевич,Собачье сердце,1883,950
Достоевский Фёдор Михайлович,Шинель,2024,1072
Стругацкий Борис Натанович,Мастер и Маргарита,1864,975
Толстой Лев Николаевич,Тихий Дон,1932,1093
Блок Александр Александрович,Вий,2018,769
Мандельштам Осип Эмильевич,Белая гвардия,1895,390
Шолохов Михаил Александрович,Первая любовь,1818,552
Петров Евгений Петрович,Рядовой Лютиков,1848,309
Мандельштам Осип Эмильевич,Митина любовь,1998,256
Пушкин Александр Сергеевич,В окопах Сталинграда,1803,849
Толстой Лев Николаевич,Отцы и дети,1827,1248
Толстой Лев Николаевич,Ревизор,1932,146
Добролюбов Николай Александрович,Бесы,1906,75
Чехов Антон Павлович,Мертвые души,1892,1006
Грин Александр Степанович,Белая гвардия,2015,1433
Есенин Сергей Александрович,Детство,2023,82
Блок Александр Александрович,Маленькая печальная повесть,2015,1188
Достоевский Фёдор Михайлович,Медный всадник,1814,1110
Блок Александр Александрович,Белые ночи,1842,842
Стругацкий Борис Натанович,Записки охотника,1938,328
Ильф Илья Арнольдович,Рядовой Лютиков,1830,771
Гоголь Николай Васильевич,Записки охотника,1918,495
Пастернак Борис Леонидович,Детство,1973,321
Толстой Алексей Николаевич,Белые ночи,1963,425
Шолохов Михаил Александрович,Пётр Первый,1869,443
Некрасов Николай Алексеевич,Детство,1808,1343
Набоков Владимир Владимирович,Шинель,1992,700
Стругацкий Аркадий Натанович,Хождение по мукам,1950,1037
Булгаков Михаил Афанасьевич,Крестьянские дети,1874,1227
Толстой Лев Николаевич,Кому на Руси жить хорошо,1929,260
Ахматова Анна Андреевна,Донские рассказы,1847,842
Платонов Андрей Платонович,Ася,1966,673
Толстой Лев Николаевич,Мертвые души,1858,302
Куприн Александр Иванович,Морфий,2004,1019
Цветаева Марина Ивановна,Бесы,1841,261
Маяковский Владимир Владимирович,Воскресение,1984,1166
Ахматова Анна Андреевна,Кому на Руси жить хорошо,1839,441
Куприн Александр Иванович,Хождение по мукам,1928,273
Стругацкий Борис Натанович,Крестьянские дети,1845,1402
Мандельштам Осип Эмильевич,Маленькая печальная повесть,1919,1000
Замятин Евгений Иванович,Донские рассказы,1840,806
Толстой Лев Николаевич,Вишнёвый сад,1818,1229
Бродский Иосиф Александрович,Ася,1839,906
Толстой Лев Николаевич,Дом с мезонином,1936,1262
Горький Максим,Ася,1883,640
Куприн Александр Иванович,Русские женщины,1892,380
Бродский Иосиф Александрович,Бесы,1904,867
Чернышевский Николай Гаврилович,Война и мир,1801,491
Пастернак Борис Леонидович,Тихий Дон,1968,1290
Толстой Лев Николаевич,Русские женщины,1898,1345
Толстой Лев Николаевич,Митина любовь,1926,1351
Набоков Владимир Владимирович,Ионыч,1851,427
Пастернак Борис Леонидович,Вий,1927,555
Ахматова Анна Андреевна,Детство,1989,629
Платонов Андрей Платонович,Отцы и дети,1888,1120
Салтыков-Щедрин Михаил Евграфович,Евгений Онегин,1864,1387
Шолохов Михаил Александрович,Мастер и Маргарита,2012,461
Блок Александр Александрович,Донские рассказы,1926,418
Цветаева Марина Ивановна,Рядовой Лютиков,1989,420
Ильф Илья Арнольдович,Первая любовь,1889,743
Куприн Александр Иванович,Идиот,1864,253
Толстой Алексей Николаевич,Русские женщины,1979,808
Островский Александр Николаевич,Записки охотника,1970,596
Ильф Илья Арнольдович,Дом с мезонином,1815,621
Куприн Александр Иванович,Ионыч,1910,1212
Шолохов Михаил Александрович,Детство,1944,1058
Пушкин Александр Сергеевич,Собачье сердце,2006,1426
Горький Максим,Листопад,1910,123
Петров Евгений Петрович,Ася,2023,736
Замятин Евгений Иванович,Собачье сердце,1873,1450
Гоголь Николай Васильевич,Мертвые души,1998,693
Набоков Владимир Владимирович,Война и мир,1847,669
Блок Александр Александрович,Ася,1876,647
Ахматова Анна Андреевна,Отцы и дети,2019,342
Некрасов Николай Алексеевич,Хамелеон,1938,278
Лермонтов Михаил Юрьевич,Собачье сердце,1876,1381
Лесков Николай Семёнович,Вий,1842,731
Мандельштам Осип Эмильевич,Детство,1961,447
Мандельштам Осип Эмильевич,Хамелеон,1940,1418
Пастернак Борис Леонидович,Мертвые души,2001,1352
Чехов Антон Павлович,Дом с мезонином,2016,1458
Лермонтов Михаил Юрьевич,Митина любовь,1939,1226
Пушкин Александр Сергеевич,Морфий,1812,148
Островский Александр Николаевич,Судьба человека,1891,1068
Куприн Александр Иванович,Анна Каренина,1844,1323
Стругацкий Аркадий Натанович,Листопад,1937,1197
Есенин Сергей Александрович,Воскресение,1852,894
Бродский Иосиф Александрович,Лёгкое дыхание,1828,1256
Блок Александр Александрович,Мастер и Маргарита,1858,144
Платонов Андрей Платонович,Записки охотника,1987,142
Ильф Илья Арнольдович,Вишнёвый сад,1910,1474
Ахматова Анна Андреевна,Воскресение,1925,515
Добролюбов Николай Александрович,Антоновские яблоки,1925,669
Пастернак Борис Леонидович,Морфий,1839,470
Тургенев Иван Сергеевич,Бесы,1939,745
Добролюбов Николай Александрович,Мастер и Маргарита,1859,854
Лесков Николай Семёнович,Воскресение,1914,666
Стругацкий Борис Натанович,Отцы и дети,1920,825
Достоевский Фёдор Михайлович,Листопад,1908,206
Пушкин Александр Сергеевич,Ревизор,1924,1138
Толстой Лев Николаевич,Донские рассказы,1824,411
Беляев Александр Романович,Бесы,1806,786
Куприн Александр Иванович,Воскресение,2021,354
Бунин Иван Алексеевич,Вишнёвый сад,1842,1058
Некрасов Николай Алексеевич,Война и мир,1923,494
Чехов Антон Павлович,Тёмные аллеи,1933,1280
Ильф Илья Арнольдович,Хамелеон,1965,853
Толстой Лев Николаевич,Лёгкое дыхание,1951,887
Набоков Владимир Владимирович,Братья Карамазовы,1814,928
Островский Александр Николаевич,Вишнёвый сад,1990,1463
Мандельштам Осип Эмильевич,Дом с мезонином,1813,436
Добролюбов Николай Александрович,Хождение по мукам,1801,991
Куприн Александр Иванович,Первая любовь,1802,403
Некрасов Виктор Платонович,Морфий,1971,775
Ильф Илья Арнольдович,Шинель,1942,1349
Ахматова Анна Андреевна,Тихий Дон,1984,958
Некрасов Николай Алексеевич,Маленькая печальная повесть,1994,364
Бродский Иосиф Александрович,Ася,1948,1029
Толстой Алексей Николаевич,Анна Каренина,1849,458
Платонов Андрей Платонович,Евгений Онегин,1864,282
Тургенев Иван Сергеевич,Тарас Бульба,1984,1090
Пушкин Александр Сергеевич,Собачье сердце,2010,725
Чехов Антон Павлович,Листопад,1977,843
Чернышевский Николай Гаврилович,Донские рассказы,1800,142
Платонов Андрей Платонович,Ионыч,1890,1290
Гоголь Николай Васильевич,Собачье сердце,1925,1329
Толстой Лев Николаевич,Лёгкое дыхание,1826,598
Стругацкий Борис Натанович,Шинель,2015,562
Толстой Лев Николаевич,Маленькая печальная повесть,1860,523
Лермонтов Михаил Юрьевич,Маленькая печальная повесть,2003,395
Толстой Лев Николаевич,Митина любовь,1976,904
Чехов Антон Павлович,Тёмные аллеи,1814,225
Островский Александр Николаевич,Белые ночи,1863,956
Тургенев Иван Сергеевич,Судьба человека,1867,998
Некрасов Виктор Платонович,Воскресение,2024,725
Шолохов Михаил Александрович,Вишнёвый сад,1875,1282
Бунин Иван Алексеевич,Ионыч,1819,1239
Салтыков-Щедрин Михаил Евграфович,Анна Каренина,1974,291
Куприн Александр Иванович,Лёгкое дыхание,1878,1067
Гоголь Николай Васильевич,Листопад,1965,1317
Шолохов Михаил Александрович,Судьба человека,1807,558
Салтыков-Щедрин Михаил Евграфович,Пётр Первый,1977,619
Лермонтов Михаил Юрьевич,Война и мир,1808,1335
Некрасов Николай Алексеевич,Евгений Онегин,1985,1293
Грин Александр Степанович,Вишнёвый сад,1991,1356
Горький Максим,Идиот,2010,670
Ахматова Анна Андреевна,Собачье сердце,1968,1001
Толстой Лев Николаевич,Тихий Дон,1960,164
Добролюбов Николай Александрович,Маленькая печальная повесть,1839,882
Пушкин Александр Сергеевич,Вишнёвый сад,1805,1118
Ильф Илья Арнольдович,Евгений Онегин,1910,440
Бунин Иван Алексеевич,Дом с мезонином,1975,823
Салтыков-Щедрин Михаил Евграфович,Отцы и дети,2012,742
Чернышевский Николай Гаврилович,Хамелеон,2018,381
Платонов Андрей Платонович,Ревизор,1856,178
Горький Максим,Война и мир,1847,1028
Гоголь Николай Васильевич,Отцы и дети,2004,1139
Толстой Лев Николаевич,Лёгкое дыхание,1990,71
Булгаков Михаил Афанасьевич,Кому на Руси жить хорошо,1847,93
Толстой Лев Николаевич,Дама с собачкой,1934,1131
Бунин Иван Алексеевич,Рядовой Лютиков,1821,1182
Замятин Евгений Иванович,Лёгкое дыхание,1847,526
Островский Александр Николаевич,Тарас Бульба,1837,108
Салтыков-Щедрин Михаил Евграфович,Отцы и дети,1836,564
Толстой Лев Николаевич,Евгений Онегин,1892,669
Чернышевский Николай Гаврилович,Ревизор,1996,869
Замятин Евгений Иванович,Идиот,2018,1158
Шолохов Михаил Александрович,Антоновские яблоки,1925,467
Пастернак Борис Леонидович,Мастер и Маргарита,1883,425
Некрасов Виктор Платонович,Пётр Первый,1836,1112
Куприн Александр Иванович,Морфий,1984,576
Островский Александр Николаевич,Крестьянские дети,1987,1484
Бунин Иван Алексеевич,Белые ночи,1882,1246
Беляев Александр Романович,Пётр Первый,1838,492
Чернышевский Николай Гаврилович,Вишнёвый сад,1938,1027
Толстой Алексей Николаевич,Анна Каренина,1996,539
Мандельштам Осип Эмильевич,Хождение по мукам,1868,1281
Горький Максим,Крестьянские дети,1907,118
Чехов Антон Павлович,Первая любовь,1828,868
Пушкин Александр Сергеевич,Лёгкое дыхание,1924,639
Беляев Александр Романович,Идиот,2003,559
Платонов Андрей Платонович,Тёмные аллеи,1879,792
Лесков Николай Семёнович,Идиот,1893,1143
Куприн Александр Иванович,Хождение по мукам,1879,1441
Беляев Александр Романович,Листопад,1907,1060
Толстой Лев Николаевич,Митина любовь,1988,895
Беляев Александр Романович,Листопад,1945,567
Толстой Алексей Николаевич,Братья Карамазовы,1910,313
Бунин Иван Алексеевич,Тарас Бульба,1996,886
Грин Александр Степанович,Аэлита,1986,865
Лермонтов Михаил Юрьевич,Вий,1838,206
Бродский Иосиф Александрович,Рядовой Лютиков,1984,1286
Стругацкий Борис Натанович,Ася,2024,153
Лермонтов Михаил Юрьевич,Русские женщины,1835,1402
Лермонтов Михаил Юрьевич,Мертвые души,1830,313
Бунин Иван Алексеевич,Листопад,1980,810
Грибоедов Александр Сергеевич,Записки охотника,2021,821
Пастернак Борис Леонидович,Листопад,1927,356
Цветаева Марина Ивановна,Судьба человека,1836,709
Лермонтов Михаил Юрьевич,Отцы и дети,1998,1367
Некрасов Николай Алексеевич,Дом с мезонином,2007,684
Горький Максим,Хождение по мукам,1893,1051
Стругацкий Борис Натанович,Дама с собачкой,2023,684
Ахматова Анна Андреевна,Шинель,2022,743
Толстой Алексей Николаевич,Митина любовь,1860,760
Лесков Николай Семёнович,Белые ночи,1902,1362
Петров Евгений Петрович,Крестьянские дети,1856,1358
Толстой Лев Николаевич,Митина любовь,1952,1285
Шолохов Михаил Александрович,Первая любовь,1889,1147
Тургенев Иван Сергеевич,Дама с собачкой,1918,1168
Стругацкий Борис Натанович,Белые ночи,1837,1412
Цветаева Марина Ивановна,Дом с мезонином,1821,1004
Ильф Илья Арнольдович,Ионыч,1884,1150
Толстой Алексей Николаевич,Бесы,1904,472
Пушкин Александр Сергеевич,Хамелеон,1955,1084
Бродский Иосиф Александрович,Бесы,1805,668
Мандельштам Осип Эмильевич,Белая гвардия,2006,284
Мандельштам Осип Эмильевич,Морфий,1961,75
Островский Александр Николаевич,Ревизор,1977,620
Платонов Андрей Платонович,Русские женщины,1971,767
Есенин Сергей Александрович,Донские рассказы,1846,1101
Чернышевский Николай Гаврилович,Евгений Онегин,2018,839
Салтыков-Щедрин Михаил Евграфович,Ревизор,1969,899
Бунин Иван Алексеевич,Воскресение,1862,766
Бунин Иван Алексеевич,Первая любовь,1970,324
Чернышевский Николай Гаврилович,Детство,1810,459
Толстой Лев Николаевич,Война и мир,1828,784
Толстой Лев Николаевич,Дама с собачкой,1895,616
Гоголь Николай Васильевич,Евгений Онегин,1952,192
Достоевский Фёдор Михайлович,Судьба человека,1816,996
Ильф Илья Арнольдович,Листопад,1915,1047
Шолохов Михаил Александрович,Мертвые души,1992,401
Салтыков-Щедрин Михаил Евграфович,Шинель,1997,655
Стругацкий Аркадий Натанович,Война и мир,1970,524
Ахматова Анна Андреевна,Тарас Бульба,1994,231
Ахматова Анна Андреевна,Судьба человека,1857,811
Мандельштам Осип Эмильевич,Первая любовь,1970,561
Платонов Андрей Платонович,Евгений Онегин,1941,901
Грибоедов Александр Сергеевич,Воскресение,1860,341
Пушкин Александр Сергеевич,Ася,1868,1418
Толстой Алексей Николаевич,Ревизор,1989,1075
Грибоедов Александр Сергеевич,Тихий Дон,2003,590
Стругацкий Аркадий Натанович,Маленькая печальная повесть,1901,184
Островский Александр Николаевич,В окопах Сталинграда,1801,173
Куприн Александр Иванович,Белая гвардия,1947,422
Горький Максим,Шинель,1880,1163
Петров Евгений Петрович,Идиот,1804,1478
Чернышевский Николай Гаврилович,Ревизор,1827,642
Толстой Лев Николаевич,Антоновские яблоки,1899,355
Маяковский Владимир Владимирович,Дама с собачкой,1838,1084
Ахматова Анна Андреевна,Белая гвардия,1825,1179
Блок Александр Александрович,Хождение по мукам,1925,369
Стругацкий Аркадий Натанович,Тёмные аллеи,1949,1081
Достоевский Фёдор Михайлович,Кому на Руси жить хорошо,1801,747
Пушкин Александр Сергеевич,Евгений Онегин,1822,462
Толстой Лев Николаевич,Мертвые души,1882,1057
