ФИО автора,название,год издания,количество страниц
Чехов Антон Павлович,Маленькая печальная повесть,1974,422
Тургенев Иван Сергеевич,Ионыч,2005,362
Некрасов Виктор Платонович,Дама с собачкой,1356,1992
Толстой Лев Николаевич,Аэлита,2009,1513
Тургенев Иван Сергеевич,Ася,1164,1656
Бунин Иван Алексеевич,Митина любовь,1776,927
Толстой Алексей Николаевич,Маленькая печальная повесть,1697,1014
Достоевский Фёдор Михайлович,Записки охотника,1335,1438
Достоевский Фёдор Михайлович,Аэлита,1724,1117
Бунин Иван Алексеевич,Морфий,1359,1280
Толстой Алексей Николаевич,Пётр Первый,1282,1783
Толстой Алексей Николаевич,Русские женщины,1913,444
Булгаков Михаил Афанасьевич,Кому на Руси жить хорошо,1343,562
Некрасов Виктор Платонович,Медный всадник,1645,332
Пушкин Александр Сергеевич,Аэлита,1307,1817
Пушкин Александр Сергеевич,Хамелеон,1545,355
Некрасов Виктор Платонович,Аэлита,1958,968
Гоголь Николай Васильевич,Хамелеон,1525,302
Некрасов Виктор Платонович,Идиот,1842,1681
Пушкин Александр Сергеевич,Вий,1961,768
Булгаков Михаил Афанасьевич,Медный всадник,1441,840
Гоголь Николай Васильевич,Тёмные аллеи,1893,112
Шолохов Михаил Александрович,Отцы и дети,1830,135
Шолохов Михаил Александрович,Аэлита,1584,279
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1777,1840
Некрасов Виктор Платонович,Анна Каренина,1218,655
Некрасов Виктор Платонович,Евгений Онегин,1686,70
Пушкин Александр Сергеевич,Тарас Бульба,1595,1891
Толстой Алексей Николаевич,Детство,1327,1302
Гоголь Николай Васильевич,Митина любовь,1285,413
Булгаков Михаил Афанасьевич,Хамелеон,1461,1525
Толстой Лев Николаевич,Первая любовь,1531,1011
Некрасов Виктор Платонович,Судьба человека,1269,1512
Достоевский Фёдор Михайлович,Дом с мезонином,1634,1685
Чехов Антон Павлович,Крестьянские дети,1616,1608
Толстой Алексей Николаевич,Маленькая печальная повесть,1469,1848
Достоевский Фёдор Михайлович,Антоновские яблоки,1620,257
Достоевский Фёдор Михайлович,Белая гвардия,1679,1312
Бунин Иван Алексеевич,Ася,1717,485
Булгаков Михаил Афанасьевич,Пётр Первый,1933,1232
Шолохов Михаил Александрович,Братья Карамазовы,1517,1917
Достоевский Фёдор Михайлович,В окопах Сталинграда,1405,1320
Достоевский Фёдор Михайлович,Вий,1321,1704
Толстой Лев Николаевич,Крестьянские дети,1547,1676
Булгаков Михаил Афанасьевич,Война и мир,1471,1221
Бунин Иван Алексеевич,Евгений Онегин,1220,488
Толстой Алексей Николаевич,Маленькая печальная повесть,1677,798
Некрасов Виктор Платонович,Лёгкое дыхание,1759,1456
Пушкин Александр Сергеевич,Антоновские яблоки,1602,1811
Шолохов Михаил Александрович,Маленькая печальная повесть,1339,109
Тургенев Иван Сергеевич,Лёгкое дыхание,1915,1572
Гоголь Николай Васильевич,Тихий Дон,1489,491
Чехов Антон Павлович,Евгений Онегин,1696,1986
Толстой Лев Николаевич,Русские женщины,1144,1569
Шолохов Михаил Александрович,Война и мир,1631,288
Толстой Лев Николаевич,Мастер и Маргарита,2007,1660
Шолохов Михаил Александрович,Русские женщины,1861,868
Чехов Антон Павлович,В окопах Сталинграда,1531,1152
Достоевский Фёдор Михайлович,Медный всадник,1870,1156
Чехов Антон Павлович,Маленькая печальная повесть,1210,42
Достоевский Фёдор Михайлович,Пётр Первый,1742,730
Достоевский Фёдор Михайлович,Тарас Бульба,1204,538
Толстой Лев Николаевич,Аэлита,1384,370
Чехов Антон Павлович,Анна Каренина,1767,1694
Толстой Лев Николаевич,Листопад,1339,285
Некрасов Виктор Платонович,Ионыч,1637,525
Достоевский Фёдор Михайлович,Шинель,1476,795
Некрасов Николай Алексеевич,Лёгкое дыхание,1654,762
Булгаков Михаил Афанасьевич,Маленькая печальная повесть,1815,1206
Гоголь Николай Васильевич,Евгений Онегин,1188,1497
Чехов Антон Павлович,Воскресение,1664,1542
Булгаков Михаил Афанасьевич,Листопад,1462,101
Некрасов Виктор Платонович,Белая гвардия,1131,295
Тургенев Иван Сергеевич,Идиот,1664,483
Толстой Алексей Николаевич,Евгений Онегин,1803,1539
Гоголь Николай Васильевич,Листопад,1878,241
Гоголь Николай Васильевич,Первая любовь,1736,1985
Достоевский Фёдор Михайлович,Мастер и Маргарита,1349,1631
Достоевский Фёдор Михайлович,Детство,1353,59
Чехов Антон Павлович,Рядовой Лютиков,1896,1839
Булгаков Михаил Афанасьевич,Тёмные аллеи,1589,387
Пушкин Александр Сергеевич,Маленькая печальная повесть,1758,87
Некрасов Николай Алексеевич,Ревизор,1447,1236
Толстой Алексей Николаевич,Братья Карамазовы,1261,1360
Некрасов Николай Алексеевич,Лёгкое дыхание,1205,1859
Гоголь Николай Васильевич,Отцы и дети,1853,205
Бунин Иван Алексеевич,Морфий,1397,1887
Некрасов Николай Алексеевич,Пётр Первый,1763,230
Толстой Алексей Николаевич,Пётр Первый,1249,101
Достоевский Фёдор Михайлович,Вий,1301,390
Толстой Алексей Николаевич,Хамелеон,1881,1453
Чехов Антон Павлович,Собачье сердце,1212,13
Бунин Иван Алексеевич,Крестьянские дети,1387,1345
Некрасов Николай Алексеевич,Дама с собачкой,1848,779
Толстой Алексей Николаевич,Крестьянские дети,1532,1900
Некрасов Виктор Платонович,Ревизор,1641,1652
Тургенев Иван Сергеевич,Вий,1126,669
Гоголь Николай Васильевич,Крестьянские дети,1119,885
Шолохов Михаил Александрович,Воскресение,1534,217
Бунин Иван Алексеевич,Белая гвардия,1509,1174
Некрасов Николай Алексеевич,Мастер и Маргарита,1238,659
Тургенев Иван Сергеевич,Тёмные аллеи,1722,102
Некрасов Николай Алексеевич,Митина любовь,1545,1778
Тургенев Иван Сергеевич,Кому на Руси жить хорошо,1432,608
Некрасов Виктор Платонович,Детство,1225,1030
Пушкин Александр Сергеевич,Тихий Дон,1260,1214
Гоголь Николай Васильевич,Собачье сердце,1981,1008
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1108,406
Гоголь Николай Васильевич,Тихий Дон,1968,1610
Толстой Алексей Николаевич,Железная дорога,1503,1273
Достоевский Фёдор Михайлович,Мертвые души,1872,917
Толстой Лев Николаевич,Идиот,1211,1443
Достоевский Фёдор Михайлович,Воскресение,1415,1740
Достоевский Фёдор Михайлович,Евгений Онегин,1325,137
Толстой Лев Николаевич,Хождение по мукам,2000,1586
Пушкин Александр Сергеевич,Вий,1525,611
Некрасов Николай Алексеевич,Вишнёвый сад,1375,1143
Тургенев Иван Сергеевич,Кому на Руси жить хорошо,1319,1274
Толстой Лев Николаевич,Аэлита,1301,1656
Тургенев Иван Сергеевич,Аэлита,1777,1572
Тургенев Иван Сергеевич,Мертвые души,1172,1485
Булгаков Михаил Афанасьевич,Ревизор,1391,1128
Достоевский Фёдор Михайлович,Ионыч,1344,1110
Пушкин Александр Сергеевич,Преступление и наказание,1736,755
Бунин Иван Алексеевич,Война и мир,1960,1758
Шолохов Михаил Александрович,Тихий Дон,1215,820
Бунин Иван Алексеевич,Записки охотника,1208,11
Некрасов Виктор Платонович,Антоновские яблоки,1252,1134
Толстой Алексей Николаевич,Митина любовь,1271,1340
Тургенев Иван Сергеевич,Детство,1256,126
Бунин Иван Алексеевич,Лёгкое дыхание,1667,624
Шолохов Михаил Александрович,Тарас Бульба,1233,1030
Толстой Лев Николаевич,Евгений Онегин,1589,1789
Бунин Иван Алексеевич,Хамелеон,1618,324
Гоголь Николай Васильевич,Первая любовь,1288,1069
Бунин Иван Алексеевич,Братья Карамазовы,1567,255
Толстой Алексей Николаевич,Тарас Бульба,1223,1870
Булгаков Михаил Афанасьевич,Крестьянские дети,1133,211
Некрасов Николай Алексеевич,Детство,1581,381
Пушкин Александр Сергеевич,Братья Карамазовы,1139,1636
Гоголь Николай Васильевич,Дом с мезонином,2015,724
Пушкин Александр Сергеевич,Тихий Дон,1124,109
Толстой Алексей Николаевич,Вий,1167,138
Бунин Иван Алексеевич,Антоновские яблоки,1125,1810
Чехов Антон Павлович,Крестьянские дети,1899,1950
Некрасов Николай Алексеевич,Ася,1848,376
Достоевский Фёдор Михайлович,Вий,1711,1888
Бунин Иван Алексеевич,Братья Карамазовы,1452,204
Некрасов Виктор Платонович,Мастер и Маргарита,1189,260
Некрасов Виктор Платонович,Митина любовь,1129,145
Тургенев Иван Сергеевич,Хамелеон,1647,671
Булгаков Михаил Афанасьевич,Первая любовь,1160,1921
Достоевский Фёдор Михайлович,Вишнёвый сад,1316,1792
Толстой Лев Николаевич,Воскресение,2004,1663
Толстой Лев Николаевич,Пётр Первый,1679,1957
Толстой Лев Николаевич,Хождение по мукам,1902,866
Толстой Алексей Николаевич,Ася,1430,1324
Пушкин Александр Сергеевич,Преступление и наказание,1125,147
Пушкин Александр Сергеевич,Ревизор,1415,262
Чехов Антон Павлович,Крестьянские дети,1776,1575
Пушкин Александр Сергеевич,Кому на Руси жить хорошо,1345,1378
Чехов Антон Павлович,Мертвые души,1382,1485
Некрасов Виктор Платонович,Война и мир,1839,30
Чехов Антон Павлович,Братья Карамазовы,1821,1115
Достоевский Фёдор Михайлович,Евгений Онегин,1310,63
Тургенев Иван Сергеевич,Медный всадник,1829,1901
Тургенев Иван Сергеевич,Железная дорога,1968,1048
Некрасов Николай Алексеевич,Мастер и Маргарита,1464,786
Чехов Антон Павлович,Война и мир,1436,110
Булгаков Михаил Афанасьевич,Шинель,2022,871
Некрасов Виктор Платонович,Отцы и дети,1118,1771
Булгаков Михаил Афанасьевич,Вий,1934,953
Пушкин Александр Сергеевич,Дом с мезонином,1522,441
Бунин Иван Алексеевич,Ионыч,1367,624
Тургенев Иван Сергеевич,Железная дорога,1522,1751
Шолохов Михаил Александрович,Аэлита,1602,1433
Чехов Антон Павлович,Преступление и наказание,1466,1194
Некрасов Виктор Платонович,Мертвые души,1762,1246
Чехов Антон Павлович,Мастер и Маргарита,1883,467
Гоголь Николай Васильевич,Белая гвардия,1925,354
Некрасов Николай Алексеевич,Воскресение,1132,1419
Достоевский Фёдор Михайлович,Ася,1893,1924
Некрасов Николай Алексеевич,Ася,1307,1643
Некрасов Николай Алексеевич,Крестьянские дети,1734,985
Толстой Алексей Николаевич,Донские рассказы,2017,209
Булгаков Михаил Афанасьевич,Преступление и наказание,1426,823
Чехов Антон Павлович,Тёмные аллеи,1897,900
Тургенев Иван Сергеевич,Хамелеон,1456,1552
Некрасов Николай Алексеевич,Маленькая печальная повесть,1715,949
Достоевский Фёдор Михайлович,Лёгкое дыхание,1872,419
Толстой Лев Николаевич,Воскресение,1842,671
Некрасов Николай Алексеевич,Бесы,1629,222
Булгаков Михаил Афанасьевич,Собачье сердце,1973,237
Достоевский Фёдор Михайлович,Ионыч,1305,698
Гоголь Николай Васильевич,Анна Каренина,1863,670
Толстой Лев Николаевич,Маленькая печальная повесть,1958,368
Булгаков Михаил Афанасьевич,Отцы и дети,1770,1215
Булгаков Михаил Афанасьевич,Медный всадник,1408,244
Тургенев Иван Сергеевич,Хождение по мукам,1959,1150
Булгаков Михаил Афанасьевич,Хамелеон,1365,768
Гоголь Николай Васильевич,Крестьянские дети,1636,1818
Шолохов Михаил Александрович,Дом с мезонином,1833,1449
Некрасов Николай Алексеевич,Судьба человека,1382,1689
Булгаков Михаил Афанасьевич,Дама с собачкой,1824,1812
Пушкин Александр Сергеевич,Анна Каренина,1126,510
Булгаков Михаил Афанасьевич,Рядовой Лютиков,1395,1364
Достоевский Фёдор Михайлович,Кому на Руси жить хорошо,1697,991
Некрасов Виктор Платонович,Ася,1992,86
Гоголь Николай Васильевич,Вий,1211,192
Булгаков Михаил Афанасьевич,Рядовой Лютиков,1647,530
Тургенев Иван Сергеевич,Листопад,1439,1068
Чехов Антон Павлович,Мастер и Маргарита,1506,1622
Тургенев Иван Сергеевич,Маленькая печальная повесть,1329,592
Булгаков Михаил Афанасьевич,Дом с мезонином,1834,1610
Шолохов Михаил Александрович,Тарас Бульба,1203,497
Толстой Лев Николаевич,Маленькая печальная повесть,1381,479
Гоголь Николай Васильевич,Первая любовь,1649,1162
Гоголь Николай Васильевич,Ася,1432,1298
Чехов Антон Павлович,Отцы и дети,1978,24
Толстой Лев Николаевич,Митина любовь,1250,1573
Толстой Лев Николаевич,Война и мир,1117,986
Тургенев Иван Сергеевич,Антоновские яблоки,2022,1768
Чехов Антон Павлович,Кому на Руси жить хорошо,2009,1899
Тургенев Иван Сергеевич,Крестьянские дети,1915,393
Тургенев Иван Сергеевич,Вишнёвый сад,1218,1361
Пушкин Александр Сергеевич,Кому на Руси жить хорошо,1164,897
Булгаков Михаил Афанасьевич,Судьба человека,1125,1442
Чехов Антон Павлович,Преступление и наказание,1550,866
Некрасов Виктор Платонович,Вий,1647,675
Некрасов Николай Алексеевич,Детство,1269,1963
Некрасов Виктор Платонович,Дом с мезонином,1599,1109
Чехов Антон Павлович,Дом с мезонином,1987,1228
Чехов Антон Павлович,Война и мир,1145,533
Некрасов Николай Алексеевич,Крестьянские дети,1543,1511
Достоевский Фёдор Михайлович,Тихий Дон,1936,1374
Достоевский Фёдор Михайлович,Тихий Дон,1151,771
Шолохов Михаил Александрович,Воскресение,1895,141
Некрасов Виктор Платонович,Антоновские яблоки,1309,544
Чехов Антон Павлович,Судьба человека,1484,1639
Гоголь Николай Васильевич,Детство,1339,739
Булгаков Михаил Афанасьевич,Первая любовь,1937,594
Некрасов Николай Алексеевич,Вишнёвый сад,1307,1334
Булгаков Михаил Афанасьевич,Морфий,1161,1343
Бунин Иван Алексеевич,Бесы,1501,572
Тургенев Иван Сергеевич,Морфий,2001,1183
Чехов Антон Павлович,Железная дорога,1930,1029
Достоевский Фёдор Михайлович,Хождение по мукам,1169,1484
Шолохов Михаил Александрович,Дама с собачкой,1875,1768
Пушкин Александр Сергеевич,Тарас Бульба,1263,1550
Достоевский Фёдор Михайлович,Тихий Дон,1466,822
Толстой Лев Николаевич,Дама с собачкой,1212,1936
Некрасов Николай Алексеевич,Листопад,1225,1681
Гоголь Николай Васильевич,В окопах Сталинграда,1211,1734
Некрасов Николай Алексеевич,Медный всадник,1587,386
Толстой Лев Николаевич,Маленькая печальная повесть,1997,1665
Некрасов Виктор Платонович,Ревизор,1547,464
Гоголь Николай Васильевич,Первая любовь,1425,1151
Толстой Алексей Николаевич,Ася,1307,75
Достоевский Фёдор Михайлович,Листопад,1392,1111
Бунин Иван Алексеевич,Война и мир,1727,489
Толстой Алексей Николаевич,Кому на Руси жить хорошо,1658,808
Гоголь Николай Васильевич,Лёгкое дыхание,1177,715
Гоголь Николай Васильевич,Пётр Первый,1490,783
Чехов Антон Павлович,Белые ночи,1541,1402
Гоголь Николай Васильевич,Ревизор,1862,772
Толстой Лев Николаевич,Шинель,1372,1706
Бунин Иван Алексеевич,Антоновские яблоки,1768,1628
Шолохов Михаил Александрович,Рядовой Лютиков,1459,542
Пушкин Александр Сергеевич,Донские рассказы,1781,617
Булгаков Михаил Афанасьевич,Анна Каренина,1911,1407
Булгаков Михаил Афанасьевич,Братья Карамазовы,1757,485
Гоголь Николай Васильевич,Вишнёвый сад,1551,1005
Бунин Иван Алексеевич,Тихий Дон,1553,896
Пушкин Александр Сергеевич,Детство,1565,1957
Чехов Антон Павлович,Вишнёвый сад,1257,159
Некрасов Виктор Платонович,Хождение по мукам,1648,1745
Толстой Лев Николаевич,Хождение по мукам,1137,1025
Булгаков Михаил Афанасьевич,Собачье сердце,1172,169
Пушкин Александр Сергеевич,Антоновские яблоки,1364,1352
Чехов Антон Павлович,Война и мир,1120,1190
Толстой Лев Николаевич,Ионыч,1239,494
Некрасов Виктор Платонович,Митина любовь,1967,479
Шолохов Михаил Александрович,Морфий,1450,614
Некрасов Николай Алексеевич,Медный всадник,1910,1313
Пушкин Александр Сергеевич,Русские женщины,1487,1393
Чехов Антон Павлович,Шинель,1188,312
Шолохов Михаил Александрович,Антоновские яблоки,1356,269
Тургенев Иван Сергеевич,Вишнёвый сад,1756,1087
Тургенев Иван Сергеевич,Дама с собачкой,1188,1364
Бунин Иван Алексеевич,Ионыч,1598,946
Некрасов Николай Алексеевич,Воскресение,1880,162
Тургенев Иван Сергеевич,Мертвые души,1919,669
Булгаков Михаил Афанасьевич,Медный всадник,1783,13
Чехов Антон Павлович,Воскресение,1665,1378
Булгаков Михаил Афанасьевич,Тарас Бульба,1340,558
Гоголь Николай Васильевич,Дама с собачкой,1623,1760
Шолохов Михаил Александрович,Пётр Первый,1714,1212
Шолохов Михаил Александрович,Вишнёвый сад,1808,146
Гоголь Николай Васильевич,Мертвые души,1558,1192
Бунин Иван Алексеевич,Судьба человека,1423,194
Тургенев Иван Сергеевич,Евгений Онегин,1679,1638
Пушкин Александр Сергеевич,Война и мир,1603,467
Пушкин Александр Сергеевич,Ионыч,1650,733
Шолохов Михаил Александрович,Дом с мезонином,1124,1171
Гоголь Николай Васильевич,Анна Каренина,1927,402
Толстой Лев Николаевич,Рядовой Лютиков,1105,129
Булгаков Михаил Афанасьевич,Шинель,1105,1805
Пушкин Александр Сергеевич,Отцы и дети,1700,1242
Некрасов Виктор Платонович,Мастер и Маргарита,1735,1322
Тургенев Иван Сергеевич,Лёгкое дыхание,1406,1323
Бунин Иван Алексеевич,Ионыч,1249,1721
Шолохов Михаил Александрович,Морфий,1549,1041
Некрасов Николай Алексеевич,Митина любовь,1811,391
Некрасов Николай Алексеевич,Вишнёвый сад,1690,1523
Толстой Лев Николаевич,Ионыч,1437,1180
Бунин Иван Алексеевич,Братья Карамазовы,1783,1950
Шолохов Михаил Александрович,Медный всадник,1658,1754
Пушкин Александр Сергеевич,Преступление и наказание,1979,1188
Толстой Лев Николаевич,Морфий,1759,1909
Некрасов Николай Алексеевич,Война и мир,1886,1471
Толстой Лев Николаевич,Записки охотника,1497,274
Пушкин Александр Сергеевич,Кому на Руси жить хорошо,1342,1292
Толстой Лев Николаевич,Вий,1754,1203
Некрасов Николай Алексеевич,Дама с собачкой,1879,982
Гоголь Николай Васильевич,Железная дорога,1404,1538
Тургенев Иван Сергеевич,Дама с собачкой,1466,960
Пушкин Александр Сергеевич,Идиот,1802,919
Некрасов Николай Алексеевич,В окопах Сталинграда,1411,931
Шолохов Михаил Александрович,Крестьянские дети,1231,1498
Гоголь Николай Васильевич,Листопад,1337,1757
Бунин Иван Алексеевич,Митина любовь,1248,261
Пушкин Александр Сергеевич,Хамелеон,1827,524
Некрасов Виктор Платонович,Донские рассказы,1803,237
Пушкин Александр Сергеевич,Судьба человека,1569,1383
Чехов Антон Павлович,Хамелеон,1873,72
Толстой Лев Николаевич,Тарас Бульба,1794,971
Шолохов Михаил Александрович,Медный всадник,1915,1122
Гоголь Николай Васильевич,Детство,1662,1303
Пушкин Александр Сергеевич,Тихий Дон,1549,1123
Некрасов Виктор Платонович,Морфий,1565,884
Булгаков Михаил Афанасьевич,Записки охотника,1837,391
Пушкин Александр Сергеевич,Белые ночи,1263,696
Шолохов Михаил Александрович,Судьба человека,1980,969
Достоевский Фёдор Михайлович,Детство,1610,626
Гоголь Николай Васильевич,Маленькая печальная повесть,1320,1130
Чехов Антон Павлович,Ионыч,1905,1720
Толстой Алексей Николаевич,Собачье сердце,1366,1967
Толстой Лев Николаевич,Детство,1976,782
Толстой Лев Николаевич,Морфий,1732,1696
Толстой Лев Николаевич,Преступление и наказание,1825,1953
Бунин Иван Алексеевич,Тарас Бульба,1924,1928
Некрасов Николай Алексеевич,Шинель,1655,239
Чехов Антон Павлович,Судьба человека,1625,233
Бунин Иван Алексеевич,Анна Каренина,1402,1109
Бунин Иван Алексеевич,Белая гвардия,1343,702
Толстой Лев Николаевич,Судьба человека,2021,1518
Шолохов Михаил Александрович,Вий,1560,769
Некрасов Виктор Платонович,Вишнёвый сад,1252,850
Толстой Лев Николаевич,Мастер и Маргарита,1590,1709
Некрасов Николай Алексеевич,Белая гвардия,1476,771
Пушкин Александр Сергеевич,Воскресение,1205,1791
Шолохов Михаил Александрович,Преступление и наказание,1290,1985
Некрасов Николай Алексеевич,Кому на Руси жить хорошо,1767,373
Пушкин Александр Сергеевич,Бесы,1956,1686
Бунин Иван Алексеевич,Маленькая печальная повесть,1230,151
Толстой Лев Николаевич,Мастер и Маргарита,1527,1736
Шолохов Михаил Александрович,Морфий,1735,489
Гоголь Николай Васильевич,Дама с собачкой,1445,1568
Пушкин Александр Сергеевич,Мастер и Маргарита,1711,1358
Тургенев Иван Сергеевич,Дама с собачкой,1816,1259
Гоголь Николай Васильевич,Воскресение,1300,1049
Пушкин Александр Сергеевич,Дама с собачкой,1547,217
Некрасов Виктор Платонович,Аэлита,1514,504
Толстой Лев Николаевич,Воскресение,1807,1538
Шолохов Михаил Александрович,Хамелеон,1364,212
Пушкин Александр Сергеевич,Крестьянские дети,1782,724
Толстой Лев Николаевич,Русские женщины,1541,1228
Гоголь Николай Васильевич,В окопах Сталинграда,1858,1271
Толстой Лев Николаевич,Записки охотника,1226,1671
Толстой Алексей Николаевич,Дама с собачкой,1573,1082
Бунин Иван Алексеевич,Евгений Онегин,1611,1029
Тургенев Иван Сергеевич,Воскресение,1290,848
Пушкин Александр Сергеевич,Донские рассказы,1112,1640
Шолохов Михаил Александрович,Донские рассказы,1669,1279
Булгаков Михаил Афанасьевич,Преступление и наказание,1124,1173
Тургенев Иван Сергеевич,Донские рассказы,1319,1429
Чехов Антон Павлович,Первая любовь,1590,694
Булгаков Михаил Афанасьевич,Белые ночи,1333,1781
Пушкин Александр Сергеевич,Лёгкое дыхание,1424,1947
Булгаков Михаил Афанасьевич,Белые ночи,1775,1972
Гоголь Николай Васильевич,Морфий,1919,267
Тургенев Иван Сергеевич,Хамелеон,1694,1923
Толстой Алексей Николаевич,Собачье сердце,1159,386
Тургенев Иван Сергеевич,Донские рассказы,1164,1746
Толстой Лев Николаевич,Бесы,1194,1097
Бунин Иван Алексеевич,Записки охотника,1213,715
Тургенев Иван Сергеевич,Белые ночи,1305,164
Шолохов Михаил Александрович,Братья Карамазовы,1186,1999
Шолохов Михаил Александрович,Детство,1334,1309
Пушкин Александр Сергеевич,Хамелеон,1452,569
Достоевский Фёдор Михайлович,Бесы,1225,1849
Шолохов Михаил Александрович,Судьба человека,1399,467
Некрасов Виктор Платонович,Митина любовь,1563,91
Некрасов Николай Алексеевич,Вишнёвый сад,1690,1536
Некрасов Николай Алексеевич,Донские рассказы,1868,1380
Бунин Иван Алексеевич,Братья Карамазовы,1286,744
Гоголь Николай Васильевич,Аэлита,1264,1489
Некрасов Виктор Платонович,Воскресение,1625,829
Булгаков Михаил Афанасьевич,Отцы и дети,1848,282
Достоевский Фёдор Михайлович,Белая гвардия,1193,1857
Пушкин Александр Сергеевич,Дом с мезонином,1293,1027
Пушкин Александр Сергеевич,Белые ночи,1128,35
Толстой Лев Николаевич,Рядовой Лютиков,1424,128
Некрасов Виктор Платонович,Первая любовь,1843,918
Гоголь Николай Васильевич,Вий,1529,1051
Толстой Лев Николаевич,Морфий,1386,189
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1312,804
Тургенев Иван Сергеевич,Записки охотника,1303,808
Шолохов Михаил Александрович,Ася,1613,733
Толстой Алексей Николаевич,Евгений Онегин,1261,1651
Тургенев Иван Сергеевич,Кому на Руси жить хорошо,1921,392
Пушкин Александр Сергеевич,Железная дорога,1379,1665
Гоголь Николай Васильевич,Война и мир,1585,1957
Достоевский Фёдор Михайлович,Лёгкое дыхание,1109,1745
Некрасов Виктор Платонович,Дом с мезонином,1512,1633
Некрасов Николай Алексеевич,Ревизор,1950,442
Чехов Антон Павлович,Белая гвардия,1645,735
Чехов Антон Павлович,Железная дорога,1248,753
Некрасов Николай Алексеевич,Русские женщины,1487,176
Толстой Лев Николаевич,Война и мир,1213,280
Тургенев Иван Сергеевич,Кому на Руси жить хорошо,1814,1186
Булгаков Михаил Афанасьевич,Война и мир,1903,1743
Бунин Иван Алексеевич,Маленькая печальная повесть,1856,1025
Толстой Лев Николаевич,Хамелеон,1184,1711
Шолохов Михаил Александрович,Ионыч,1612,1647
Некрасов Николай Алексеевич,Вий,1374,654
Чехов Антон Павлович,Записки охотника,1536,1485
Бунин Иван Алексеевич,Хамелеон,1945,679
Тургенев Иван Сергеевич,Дом с мезонином,1130,1834
Достоевский Фёдор Михайлович,Судьба человека,1726,1390
Некрасов Виктор Платонович,Аэлита,1526,1222
Толстой Лев Николаевич,Донские рассказы,1466,808
Толстой Лев Николаевич,Записки охотника,1152,1015
Толстой Алексей Николаевич,Отцы и дети,1421,639
Гоголь Николай Васильевич,Вишнёвый сад,1853,735
Некрасов Николай Алексеевич,Антоновские яблоки,1880,825
Толстой Лев Николаевич,Мертвые души,1133,545
Шолохов Михаил Александрович,Русские женщины,1404,892
Толстой Лев Николаевич,Кому на Руси жить хорошо,1693,48
Гоголь Николай Васильевич,Тихий Дон,1490,1149
Толстой Алексей Николаевич,Тарас Бульба,1180,1458
Толстой Лев Николаевич,Дом с мезонином,1236,228
Толстой Лев Николаевич,В окопах Сталинграда,1326,1584
Бунин Иван Алексеевич,Шинель,1422,1337
Тургенев Иван Сергеевич,Бесы,1785,138
Толстой Лев Николаевич,Ася,1949,414
Бунин Иван Алексеевич,Митина любовь,1521,1239
Бунин Иван Алексеевич,Мертвые души,1607,1787
Булгаков Михаил Афанасьевич,Железная дорога,1213,418
Чехов Антон Павлович,Ася,1441,317
Шолохов Михаил Александрович,Шинель,1491,1119
Гоголь Николай Васильевич,Маленькая печальная повесть,1321,293
Некрасов Виктор Платонович,Отцы и дети,1805,494
Толстой Алексей Николаевич,Ася,1876,82
Бунин Иван Алексеевич,Рядовой Лютиков,1466,1304
Чехов Антон Павлович,Белые ночи,1418,1189
Достоевский Фёдор Михайлович,Детство,1413,1442
Достоевский Фёдор Михайлович,Судьба человека,1200,1990
Бунин Иван Алексеевич,Шинель,1339,1830
Тургенев Иван Сергеевич,Маленькая печальная повесть,1952,259
Бунин Иван Алексеевич,Крестьянские дети,1418,1453
Некрасов Виктор Платонович,Вишнёвый сад,1988,1717
Чехов Антон Павлович,Мастер и Маргарита,1381,608
Бунин Иван Алексеевич,Белые ночи,1683,1094
Достоевский Фёдор Михайлович,Первая любовь,1331,828
Толстой Лев Николаевич,Лёгкое дыхание,1756,1131
Булгаков Михаил Афанасьевич,Ася,1635,1788
Некрасов Николай Алексеевич,Крестьянские дети,1865,850
Тургенев Иван Сергеевич,Ревизор,1599,1137
Пушкин Александр Сергеевич,Железная дорога,1763,995
Бунин Иван Алексеевич,Дама с собачкой,1338,1852
Достоевский Фёдор Михайлович,Преступление и наказание,1132,1861
Чехов Антон Павлович,Пётр Первый,1781,1654
Чехов Антон Павлович,Записки охотника,1636,998
Достоевский Фёдор Михайлович,Морфий,1987,185
Шолохов Михаил Александрович,Тихий Дон,1938,1392
Толстой Лев Николаевич,Шинель,1342,1882
Некрасов Николай Алексеевич,Аэлита,1216,1208
Чехов Антон Павлович,Пётр Первый,1806,468
Чехов Антон Павлович,Бесы,2010,659
Некрасов Николай Алексеевич,Бесы,2011,1997
Шолохов Михаил Александрович,Рядовой Лютиков,1589,1068
Гоголь Николай Васильевич,Русские женщины,1763,72
Бунин Иван Алексеевич,Лёгкое дыхание,1372,75
Некрасов Николай Алексеевич,Вий,1122,584
Тургенев Иван Сергеевич,Листопад,1932,1579
Толстой Лев Николаевич,Аэлита,1687,321
Тургенев Иван Сергеевич,Шинель,1676,428
Тургенев Иван Сергеевич,Дама с собачкой,1750,1792
Гоголь Николай Васильевич,Судьба человека,1755,1095
Толстой Алексей Николаевич,Идиот,1143,1896
Шолохов Михаил Александрович,Листопад,1902,835
Некрасов Николай Алексеевич,Ася,1534,34
Толстой Лев Николаевич,Маленькая печальная повесть,1772,316
